"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"sp|P40564|DJP1_YEAST",3,3,3,0,2,0,0.0742733718469028,0.198258213223418,24.4647583560953,23.7652577945415,24.6308405064266,NA,23.2484554021381,NA
"sp|P40581|GPX3_YEAST",2,2,2,2,2,2,0.003708809951998,0.0206869177322555,27.0498622005063,27.0593426145212,27.1139974226082,26.074059251392,26.4417325517335,26.5312182881761
"sp|P40582|GST1_YEAST",6,4,6,5,4,5,0.00234097336846029,0.0144563667840522,27.2702846582436,26.7085695421923,27.1501223551052,25.9207022860009,26.0000528573297,26.2410397416519
"sp|P40616|ARL1_HUMAN",2,2,2,2,2,1,0.399782452490807,0.565393932240472,25.4494468627828,25.3861591825366,25.1732959515525,25.6867923431333,25.0873036961537,24.2000078228983
"sp|P40692|MLH1_HUMAN",1,2,1,4,4,5,0.000239225407075255,0.003766952693899,23.4153539436206,23.4133941749106,23.4785520159345,24.8249902318721,24.6461582670983,25.2632879657971
"sp|P40693|RLP7_YEAST",2,2,1,0,0,0,NA,NA,23.3140503951056,23.9202510389983,22.4183387127943,NA,NA,NA
"sp|P40763|STAT3_HUMAN",14,14,12,13,16,12,0.0867845284789725,0.220150497714773,27.8351248057945,27.8558280921812,27.7629958456732,28.1525844316504,28.2314750049322,27.8947219552943
"sp|P40818|UBP8_HUMAN",2,2,1,3,2,3,0.145461239836505,0.306956507044059,24.030964739061,23.5218120993342,21.7927373194174,24.7397810700359,24.1951403862917,23.6085262253782
"sp|P40825|SYA_YEAST",20,22,19,14,15,16,0.000151638612023238,0.00312369231473344,29.17843499367,29.3735275988294,29.401697775473,28.0936137542547,28.3001178631079,28.2326464921667
"sp|P40855|PEX19_HUMAN",2,2,3,3,2,2,0.971978439968356,0.981302777646853,24.694874062029,25.3718736860854,24.8571035582552,25.0202607536711,24.8565844882199,25.0247147221996
"sp|P40893|REE1_YEAST",5,4,4,4,3,4,0.0270966369926882,0.0974702276536348,29.5473446835317,27.3243625915267,27.1977118136234,26.293621177104,25.6160545861376,26.261671214572
"sp|P40925|MDHC_HUMAN",9,9,7,9,8,9,0.418217646682418,0.578739685555367,30.6325851316959,30.7529361570221,30.4534411187961,30.4981141765702,30.8846709289288,30.8843776413229
"sp|P40926|MDHM_HUMAN",16,16,15,16,16,15,0.371087138588893,0.542772193320334,33.1308638369769,32.871192910536,33.1930446338908,33.1280137203237,33.1036041091333,33.4091441475325
"sp|P40937|RFC5_HUMAN",6,6,4,5,6,5,0.588743370909766,0.720461145658268,27.4804509616105,27.2335317423413,27.1194159236276,27.6688810674837,27.380383637689,27.1098100139268
"sp|P40938|RFC3_HUMAN",7,7,7,6,7,7,0.44918681316684,0.608341133659408,27.2514602149493,26.6092445555836,27.0439212543353,27.4163465242915,27.0432008868075,26.9774524864196
"sp|P40939|ECHA_HUMAN",16,18,16,18,17,14,0.294027492944589,0.469195391550377,29.7689621994439,29.8079161115182,29.7548772930501,31.0596803094212,29.791301017969,29.7619211066594
"sp|P40956|GTS1_YEAST",2,2,1,1,1,0,0.0152679593409452,0.0620329499122214,23.8466963779485,24.2078682337455,23.1379509544965,22.3887601740547,22.5133442301689,NA
"sp|P40961|PHB1_YEAST",3,2,3,1,2,2,0.0100080677672889,0.0451712788937177,25.3770525480192,25.0132036798298,25.4340468034833,23.3513775337424,22.9410667607923,24.5870518535708
"sp|P40970|LCB2_YEAST",4,4,4,3,3,4,0.000662297792849661,0.00603271199579808,26.0997074609843,25.9686321475667,25.7691079559666,24.5872080635666,24.8912929073028,25.0246745865765
"sp|P40989|FKS2_YEAST",2,2,2,1,1,1,2.20650141131658e-05,0.00134834870021545,24.1333996896759,24.3224956386523,24.0037556431438,22.604758416939,22.5572485915801,22.5622698290618
"sp|P40991|NOP2_YEAST",1,3,3,1,1,2,0.143261852939575,0.304242404844415,22.557929600055,23.9236955347362,24.5577612764285,21.5279166274055,21.6946873415009,23.8062101588319
"sp|P41056|RL33B_YEAST",1,1,1,1,1,1,0.00779370103230166,0.037065201330462,27.2994067414322,27.4657243637614,27.4495909994603,27.0154168089592,26.7220980361849,26.5052770145204
"sp|P41057|RS29A_YEAST",3,3,3,3,3,2,1.91810805242672e-05,0.00130013156134078,29.4177161772444,29.4881210927774,29.3440650060901,28.0774842586235,28.0097353685846,27.9560927626066
"sp|P41058|RS29B_YEAST",3,3,3,3,3,3,0.0038598934801769,0.0213975444704776,28.8792082472352,29.0924776318267,29.1237983352902,27.5940025193359,28.2908258533189,28.189350047367
"sp|P41091|IF2G_HUMAN;sp|Q2VIR3|IF2GL_HUMAN",15,14,15,14,14,15,0.339680825319096,0.513270223676145,30.5243233043785,30.4640788123777,30.5041895297449,30.4230463585038,30.6563800039637,30.879877977031
"sp|P41214|EIF2D_HUMAN",4,4,3,4,4,4,0.00457271293041134,0.0243914014399037,23.8648057585002,24.314526570388,24.6326138912509,25.1528195706031,25.2658064322974,25.259643461377
"sp|P41223|BUD31_HUMAN",5,5,5,5,5,4,0.313476156406782,0.487539541286696,26.5561860335426,26.6971791858448,26.4613240433995,26.7256693461985,26.1962406555911,26.1603343170244
"sp|P41227|NAA10_HUMAN",6,7,6,7,7,6,0.0606419960319325,0.173955897188744,28.1518769882437,28.0659997849804,27.9066018367099,28.2789129510879,28.303133862343,28.3752544646089
"sp|P41229|KDM5C_HUMAN;sp|Q9BY66|KDM5D_HUMAN",2,2,1,4,4,3,0.0696692126301979,0.190882657770306,23.5191982872844,23.7318879702414,22.5275308087629,24.2199337664616,24.7249979266907,23.6256690450059
"sp|Q6NXS1|IPP2B_HUMAN;sp|P41236|IPP2_HUMAN",3,3,4,3,3,3,0.331975983666309,0.506198951807082,25.555290227838,25.7518217827188,25.8610898972864,25.4214858445162,24.9936628144893,25.9329371869933
"sp|P41240|CSK_HUMAN;sp|P42679|MATK_HUMAN",7,7,7,7,5,8,0.456338920729127,0.615452203298528,26.2332169268672,26.4531843867964,26.3114784475379,26.0361046444602,25.7940942891948,26.6125106499475
"sp|P41250|GARS_HUMAN",17,18,18,16,16,17,0.365549572672382,0.537406417085156,30.1237302726465,30.0099298004142,29.8667861617176,30.0490268726248,30.262900341903,30.073458756038
"sp|P41252|SYIC_HUMAN",36,34,34,34,36,36,0.120002810883863,0.272722685902059,30.6162732656143,30.3852686968081,30.3629531632971,30.7869696835002,30.7069509381524,30.5844504570008
"sp|P41277|GPP1_YEAST",11,11,11,11,11,11,0.000168569685133563,0.00326296168208469,31.1438712420321,31.1207607672053,31.0858291025432,29.9617538887319,30.0941579574413,30.2231683030022
"sp|P41338|ERG10_YEAST",10,11,10,8,10,9,0.00588285306124945,0.0297967826577635,28.9350522523693,29.107785802264,29.0824824978878,27.4454313106647,28.2502427279069,28.2538170059453
"sp|P41543|OST1_YEAST",2,3,2,1,2,2,0.00712453945807007,0.0345620506034982,25.0466313961418,25.116863417679,25.0368372714463,23.1420309988026,24.2611454619466,24.0696803489655
"sp|P41567|EIF1_HUMAN;sp|O60739|EIF1B_HUMAN",4,4,4,4,4,3,0.186442810538058,0.356366904516513,28.95716889436,28.6157021550449,28.7988704525265,29.1668194242061,28.9201803924778,28.9391576643264
"sp|P41743|KPCI_HUMAN",3,3,3,2,1,2,0.264163206527343,0.439429074775603,24.8244514396103,24.4635209139607,23.7551879197608,24.4623880319254,23.2286150100583,23.8398120997315
"sp|P41805|RL10_YEAST",8,8,8,8,5,6,0.000218987089253238,0.00362411600456458,30.8115257815354,30.5865051866872,30.5716512844495,29.5497275802605,29.0967674364475,29.1145789458946
"sp|P41807|VATH_YEAST",9,9,8,8,7,7,0.000289368869063184,0.003985879726913,28.3675675746786,28.2657341791824,28.0702882516474,27.3090151341924,27.1265935353957,27.0790257432226
"sp|P41810|COPB_YEAST",10,10,9,5,5,6,0.000380962605885996,0.00442282511142905,27.8652877189497,27.7305812368067,27.6797909659555,26.0888347761889,25.8297812972992,26.5884101956737
"sp|P41811|COPB2_YEAST",10,11,12,9,8,8,0.00192798335992566,0.0125613378302223,27.6952204889825,27.9378661776622,28.2281248671065,27.0694403493968,27.0545295758121,27.1054522739348
"sp|P41816|OYE3_YEAST",1,1,1,1,1,1,0.736567716081795,0.83389859222766,23.6534933293768,24.1588877778948,23.3732965131396,23.4302178420416,23.991281418373,23.4865451520505
"sp|P41818|GLC8_YEAST",4,2,4,4,2,2,0.02157842120557,0.0815144707414426,25.818905311901,25.2249749854097,25.7849107826892,25.2224110833616,24.3275597854521,24.168749105729
"sp|P41911|GPD2_YEAST",4,4,4,4,2,3,0.011267214290076,0.0493746597115067,26.3460987148085,26.2640522396531,26.6161734791933,25.6923799436516,25.0455714298119,25.8308421359282
"sp|P41920|YRB1_YEAST",4,4,4,4,3,3,0.000264481610201885,0.00382989716311576,28.2423674071603,28.2270120133006,28.0342446049783,26.8636189498898,26.9826348859885,27.2248505935174
"sp|P41921|GSHR_YEAST",7,6,7,8,8,8,0.00638458540699267,0.031780924234098,28.3005456265608,27.9339411337327,28.2796287686193,27.686544877271,27.2547383443565,27.2330373546254
"sp|P41940|MPG1_YEAST",12,12,11,10,9,9,0.000240981232520863,0.003766952693899,31.7088326439423,31.5549866673193,31.5870764727127,30.7220480565417,30.574552599978,30.4180523615282
"sp|P42025|ACTY_HUMAN",1,2,2,1,2,2,0.0470828414476429,0.145499505923701,23.8346053147241,24.5768451761372,24.009298247848,25.0403472621384,24.6919317620257,24.5385170959108
"sp|P42126|ECI1_HUMAN",4,4,4,4,4,4,0.4418387416713,0.601454484745686,28.2435522031114,28.0565819861508,28.2761622284662,28.4696780951765,28.3583871174144,28.1089111237445
"sp|P42166|LAP2A_HUMAN",17,17,17,16,16,16,0.30168930790818,0.476418138108757,28.4240456945598,28.0686540756363,28.2791074561376,28.4224427883941,28.4720826201626,28.339884320346
"sp|P42167|LAP2B_HUMAN",1,1,1,2,2,2,0.00611801802436229,0.0306783634118411,23.1110680013715,22.0431381777476,22.5850401307702,23.6149113904467,23.8273404284768,23.8778131300169
"sp|P42224|STAT1_HUMAN",6,6,4,9,9,7,0.058268638175659,0.169577852971884,26.1282998153538,26.127663027185,25.0182865848405,26.7078866819471,26.7298688156085,26.2805167520671
"sp|P42229|STA5A_HUMAN",23,20,21,23,21,20,0.164938561259658,0.33060888188604,27.6209781309053,27.132373125453,27.362355650329,27.8803495847597,27.5399564029823,27.5542705096916
"sp|P42285|MTREX_HUMAN",21,18,24,19,19,24,0.964645809877892,0.976922166129482,29.7111897533442,29.2048632373357,29.4565895795815,29.3241819429649,29.415835175791,29.6573538157036
"sp|P42330|AK1C3_HUMAN",1,1,1,0,1,0,0.777506348096492,0.861185016106877,23.6622718068111,22.7267345877894,22.7584914175279,NA,22.9035992403782,NA
"sp|P42345|MTOR_HUMAN",7,8,9,9,9,6,0.294103884212188,0.469195391550377,25.4929976524869,25.7415455826594,26.0692462183476,26.1810910054003,26.5468560777794,25.580705058388
"sp|P42356|PI4KA_HUMAN",1,1,1,0,0,2,0.0101913571124992,0.0458154740639517,22.4134071741134,22.0885117356503,22.0228986279477,NA,NA,23.3596678739414
"sp|P42566|EPS15_HUMAN",10,9,8,9,8,13,0.456138117606298,0.615452203298528,27.2897645503769,27.2285557012977,26.9395867863984,27.2977180167882,27.0422222078649,27.5555906092697
"sp|P42574|CASP3_HUMAN",4,3,4,4,3,4,0.252617672375775,0.427303123846406,25.9282000388897,25.7582156564187,25.4158964080847,25.5369973770944,24.9139943012023,25.68408846141
"sp|P42677|RS27_HUMAN",1,1,1,1,1,1,0.437655673720694,0.597199738408364,28.6076376315069,28.6854676297536,28.4394956794613,28.4598472394659,28.8732109155425,28.7936816525419
"sp|P42695|CNDD3_HUMAN",0,0,1,1,2,2,0.565805154531163,0.70421699398672,NA,NA,22.6663835488462,22.1167782068706,23.4325595047363,24.0446439682839
"sp|P42704|LPPRC_HUMAN",50,49,50,48,49,47,0.316772997093495,0.490298184607198,31.6505118941548,31.3716748741343,31.4612994249404,31.6512955331558,31.6076461446035,31.6255532701697
"sp|P42765|THIM_HUMAN",3,1,2,3,3,2,0.338847235643348,0.512353350280002,24.8705253372832,23.0330839090737,23.9320459091933,24.0189837280519,25.1638521730168,24.3252780319232
"sp|P42766|RL35_HUMAN",2,2,2,2,2,2,0.85711806594942,0.910524199849395,28.380362762762,28.6239066775881,28.4118733059028,28.1511279559865,28.61563522314,28.5535056890539
"sp|P42846|KRI1_YEAST",5,5,4,2,2,4,0.00795830187955522,0.0376104685060988,25.5981568774499,25.5518187433757,25.6293921814854,23.2423136807097,23.5969532174293,24.8759455633601
"sp|P42938|TDA10_YEAST",4,4,4,2,1,0,1.40607583479773e-05,0.00113440189671716,25.9387206412276,25.9538912077042,26.0070333917849,23.714395045932,23.6598137579306,NA
"sp|P42940|ETFB_YEAST",1,1,3,1,1,2,0.373620766820569,0.544346541275502,23.3655305920928,23.2758461022239,24.1991926804978,21.8359879216175,22.148827591474,24.6102924960304
"sp|P42943|TCPH_YEAST",3,3,5,3,4,2,0.268952540454098,0.443932589358997,25.5909546105275,25.5117302595091,26.7543951536361,25.0743193647412,26.0809082444669,25.0567454990288
"sp|P43034|LIS1_HUMAN",8,8,8,7,7,8,0.881263400866707,0.923578762494963,27.4311164101388,27.7056735324392,27.6089022027619,27.2914260053705,27.7310080552567,27.8076570780644
"sp|P43123|UAP1_YEAST",2,2,1,0,0,0,NA,NA,25.2573068042453,22.6010831096885,NA,NA,NA,NA
"sp|P43243|MATR3_HUMAN",29,28,28,30,30,28,0.111824215896591,0.26028944225698,31.3721435940463,31.3613384066606,31.3886824400793,31.444471205549,31.6540295634929,31.6980086087835
"sp|P43246|MSH2_HUMAN",14,16,16,16,16,18,0.0942723525786877,0.231394736545174,28.4116795961672,28.4833711073953,28.5972391890265,28.7060947744501,28.6995404301216,28.7522277104556
"sp|P43304|GPDM_HUMAN",4,4,5,4,4,6,0.0867717831554933,0.220150497714773,25.082170080844,25.0935249667057,25.9803073109847,25.8976903628546,25.7739553011055,26.5877311844874
"sp|P43363|MAGAA_HUMAN;sp|P43358|MAGA4_HUMAN;sp|P43362|MAGA9_HUMAN",0,0,0,1,1,1,NA,NA,NA,NA,NA,24.2445175660698,24.1412242217476,24.2398992575444
"sp|P43366|MAGB1_HUMAN;sp|O15481|MAGB4_HUMAN;sp|Q96LZ2|MAGBA_HUMAN",7,7,6,6,5,6,0.938505264636881,0.961053215237858,26.8428948077886,26.9565687097085,26.9170746448088,27.0431043285846,26.5973364011529,27.0371629357456
"sp|P43487|RANG_HUMAN;sp|Q9C010|IPKB_HUMAN",7,7,7,7,7,7,0.272633836991265,0.447749791176494,32.3761122536287,32.3580647609608,32.205492977595,32.5972715741303,32.41299871375,32.3792671855621
"sp|P43490|NAMPT_HUMAN",8,8,11,10,10,11,0.121403259052426,0.274730416874075,29.0051561127604,29.0552442994153,29.4505668942873,29.3372710123236,29.505864099267,29.562311304289
"sp|P43535|GCN20_YEAST",4,3,4,2,2,2,0.000186205548713251,0.00336510667634587,24.8475096984854,24.8725220235089,25.029558947327,23.5185211794155,23.6852391411759,23.9004748816381
"sp|P43555|EMP47_YEAST",5,6,5,5,3,4,0.0209146307277162,0.0798608245123055,26.6586000006977,26.5638093634436,26.617588001775,26.2423515621323,24.7153907348497,25.2230327604695
"sp|P43582|WWM1_YEAST",3,3,3,2,3,2,0.00469877951491882,0.0249460468253857,26.2365115804905,26.0712329038649,26.3715370095178,24.737274421835,25.615297999768,24.9187747793778
"sp|P43585|VTC2_YEAST",5,5,4,6,4,4,0.0863401354247646,0.219641489439023,26.3258141038232,26.6892670762136,26.3709779878927,26.376516556693,25.903308219065,25.9502408918533
"sp|P43588|RPN11_YEAST",2,2,2,2,2,2,0.000424382849835634,0.00467649198916438,26.208105928882,26.0848102771432,25.84670733532,25.0594892113295,25.0684402989994,24.8553314424136
"sp|P43590|YFH6_YEAST",3,3,3,3,3,2,0.0931109071938572,0.229877092186802,25.3207273582759,25.501289331444,25.6521396465644,24.4480797150283,25.5720797079115,24.2331068301999
"sp|P43593|UBP6_YEAST",5,7,7,4,4,6,0.00307944884840421,0.0179059844235395,26.8461539094176,27.3854638701925,27.3744683245274,25.4540527112081,25.6450305700027,26.333158834013
"sp|P43597|YFI6_YEAST",1,2,2,1,0,0,0.0401177844540025,0.129905020093576,22.3451123458481,23.2757235855544,23.7667937155537,21.1880873432232,NA,NA
"sp|P43598|IGD1_YEAST",3,4,3,1,3,0,0.0179478081081562,0.0705114756805649,25.4889028305041,24.9068649503347,24.8862666695935,22.2972035086296,23.9860997199905,NA
"sp|P43603|LSB3_YEAST",6,6,7,5,6,6,0.000394611581325185,0.00447953548851051,26.7792463922896,26.8351400546741,26.8578618107388,25.4186577594448,25.8062228349024,25.8588701960556
"sp|P43609|RSC8_YEAST",5,4,4,2,4,2,0.00694358840314118,0.0340212015311541,25.6401307645318,25.7033183715003,25.5499294911528,22.2299874311255,24.4556189310956,23.4934060046544
"sp|P43616|DUG1_YEAST",9,8,7,7,7,6,0.000592696194712768,0.00568535330724477,28.9030386894846,29.0630078591423,28.9881703998109,27.9764732857919,28.2713818802166,28.0069564807297
"sp|P43686|PRS6B_HUMAN",13,14,14,14,16,14,0.0494147547411531,0.151154950521686,29.238135416097,29.4972788959323,29.5017499181923,29.6674123366157,29.7180245415985,29.8071759051042
"sp|P43897|EFTS_HUMAN",4,3,3,3,4,3,0.249476782060851,0.424567538386878,26.4820929287318,26.3481971961323,26.2136221795909,26.6834634682168,26.7797946611793,26.2637131256861
"sp|P45523|FKBA_ECOLI",1,1,1,2,3,3,7.20508872235261e-07,0.000564949879906168,22.4908545258197,22.6165089892035,22.6581043070775,25.9219904653404,25.8482933552473,26.2557503748253
"sp|P45577|PROQ_ECOLI",1,0,1,3,3,1,0.00963937190095013,0.043901897427916,22.4690349349009,NA,22.4820766013902,25.9655004295421,25.7044514866174,23.9600333345729
"sp|P45880|VDAC2_HUMAN",11,11,10,11,11,10,0.336572675943253,0.510770638949821,31.0552699620434,31.1624621838956,30.8405273367443,31.2983381198412,31.2008718311229,31.0153126140244
"sp|P45973|CBX5_HUMAN",6,6,7,6,4,7,0.12881074688672,0.285770599279433,28.0483891908003,27.9344747914252,27.9461692937676,27.8552491135371,27.3929138043298,27.8195622470964
"sp|P45974|UBP5_HUMAN;sp|Q92995|UBP13_HUMAN",16,18,18,17,17,17,0.733310952065527,0.831462229487333,28.8203905078511,28.8086043318322,28.7709365510077,28.6804220655221,28.7798974104408,28.8245275062603
"sp|P45978|SCD6_YEAST",1,2,2,2,1,2,0.703052819145866,0.808308827866904,23.7390800992433,25.143796268874,25.33342308924,25.4251615026596,23.3250351307986,24.6633310060967
"sp|P46013|KI67_HUMAN",1,1,2,1,1,2,0.00910742041286703,0.0420133324027202,23.9123256978006,24.1397630120093,24.2013325243395,24.4670060454022,24.9025534458575,24.9693636164766
"sp|P46060|RAGP1_HUMAN",13,14,14,14,14,14,0.219163861910553,0.392306786098208,29.0925957282626,29.0903676172176,29.1298825216897,29.2612622442662,29.2047175421098,29.2705410086067
"sp|P46063|RECQ1_HUMAN",3,3,4,4,3,3,0.186899034785449,0.356742644343329,25.3410831131738,25.5564151673502,25.9270727301261,26.4927104873451,25.782185354422,25.747839784155
"sp|P46087|NOP2_HUMAN",6,5,7,6,7,8,0.34250891154442,0.516205468712103,26.5633985312255,26.6990076969145,27.0999820090562,26.6493009513842,27.1286696878756,27.3126935739688
"sp|P46108|CRK_HUMAN",4,3,4,4,4,4,0.0823622248677817,0.212936441354988,25.4462289542943,24.4819579914753,25.410792688864,26.0468204400995,25.4809760421531,25.7783679148788
"sp|P46109|CRKL_HUMAN",15,14,14,15,12,13,0.15289198076278,0.315531624657575,30.2876435818023,30.351063627972,30.2025505024961,30.7601200275623,30.3262085592762,30.49412363537
"sp|P46199|IF2M_HUMAN",2,2,1,2,2,1,0.376087267943639,0.545644251938249,23.6682991896672,23.3778788474503,22.841604066383,24.0864686456844,23.3604399792121,23.3207086125628
"sp|P46367|ALDH4_YEAST",17,18,18,16,16,15,0.000459552988563476,0.00490841702678436,30.1592381818584,30.4273245980825,30.0293818317365,28.9683532676437,29.1068951558345,29.2417391380687
"sp|P46379|BAG6_HUMAN",15,16,17,16,13,16,0.577480386858177,0.711884416869098,28.5836755312149,28.6277815414145,28.6562977685744,28.7430793238295,28.5611637158483,28.7680177505134
"sp|P46459|NSF_HUMAN",10,9,10,9,11,12,0.245259516412975,0.419569290099895,27.5182281336165,27.4338245521694,27.5152514071198,27.426014104556,27.7492645318773,27.8877880246765
"sp|P46654|RSSA2_YEAST",1,1,1,1,1,1,0.000883121872384354,0.0071890894043829,26.1583043791879,26.1240778033178,26.2547772146939,25.544731741364,25.40854842715,25.2925506476534
"sp|P46655|SYEC_YEAST",18,18,19,17,16,18,0.000468946716243255,0.00495023659810053,30.1033041362979,30.1469519828392,30.2931171928404,28.904854619445,29.2041433895299,29.2916044636557
"sp|P46672|ARC1_YEAST",10,10,9,10,8,10,0.00161423279523817,0.0110334398924146,29.5045641419403,29.3371145581656,29.1345215159359,28.0210092527034,28.3806740255005,28.5219359177857
"sp|P46680|AIP1_YEAST",7,8,8,5,4,5,3.43001090257794e-05,0.00168443361498338,26.7109179040215,26.8842817369714,26.7858756979131,25.2675317999857,24.9800818946287,25.3204143684879
"sp|P46682|AP3B_YEAST",3,2,2,0,0,1,0.000665977144835791,0.00604193722965482,23.9977445903184,24.0507047649242,23.9571421174352,NA,NA,22.1445458834993
"sp|P46683|YAR1_YEAST",3,3,2,3,3,3,0.0822955217850358,0.212936441354988,25.09387009044,25.1208929131698,24.3346563948838,24.4263105436675,24.2157731479494,24.3787599496993
"sp|P46736|BRCC3_HUMAN",3,4,2,2,3,3,0.901851942156839,0.937544195735066,25.1453105979971,25.243761491735,24.5665276157496,24.4205933637943,25.3460379645538,25.3140242992576
"sp|P46776|RL27A_HUMAN",4,4,4,4,4,4,0.349923708685587,0.522457143371276,29.9047491538124,29.9250827510065,29.9632372881972,29.8739624821206,30.1977851176268,30.1174045287287
"sp|P46777|RL5_HUMAN",11,11,12,11,11,13,0.301459905598886,0.476388895941157,30.9851702881457,31.0720973688834,31.1337287895647,30.9617059568063,31.3261457391747,31.4591438847412
"sp|P46778|RL21_HUMAN",4,4,4,4,4,4,0.953566111927375,0.970974012550795,29.5058311993007,29.6373340166021,29.6496297901436,29.2210074368003,29.6983372300339,29.8389507057934
"sp|P46779|RL28_HUMAN",5,3,4,5,4,4,0.685793722798118,0.797738424202342,29.2449675309738,28.9729317069681,29.1698411425678,29.1329671296558,29.2006936673269,29.2107858977242
"sp|P46781|RS9_HUMAN",6,8,7,8,8,8,0.520112234497346,0.668906084673786,30.4972622859563,30.9160836693166,30.6380604014315,30.6769227361234,30.8571098010152,30.8269893577998
"sp|P46782|RS5_HUMAN",5,5,5,5,6,6,0.87226539750324,0.91883773978075,29.9166336628969,30.1501927034706,29.9598723326213,29.9399895821177,29.7913556258625,30.39125827043
"sp|P46783|RS10_HUMAN;sp|Q9NQ39|RS10L_HUMAN",4,5,4,5,4,5,0.0891665942595372,0.223188184412515,29.6324081754177,29.5574612058975,29.5699778888436,29.8127974161718,29.7838916157443,29.7910885195576
"sp|Q08745|RS10A_YEAST;sp|P46784|RS10B_YEAST",2,2,2,2,2,2,0.0137667770750852,0.0575377417439732,29.5694499923818,29.2527603896185,29.4591560092772,28.6552329734639,27.3038485985681,28.4369500811741
"sp|P46821|MAP1B_HUMAN",18,19,15,22,21,21,0.0188587341730095,0.0732620472860337,27.5888322969589,27.7103270253163,27.6042126309478,27.9385290522613,28.0136726357547,27.9881435648779
"sp|P46926|GNPI1_HUMAN;sp|Q8TDQ7|GNPI2_HUMAN",3,2,2,3,3,2,0.0123032836663278,0.0527884478674921,25.3285935081418,25.0653088687624,24.9490748361671,26.0386032383709,25.7383534989895,25.5369139606301
"sp|P46940|IQGA1_HUMAN;sp|Q86VI3|IQGA3_HUMAN;sp|Q13576|IQGA2_HUMAN",32,33,35,34,29,35,0.296348170533074,0.470780954454441,29.3206004476982,29.3928609612469,29.5202229843366,29.6282480306676,29.3826567794094,29.6928163176826
"sp|P46969|RPE_YEAST",2,2,2,2,2,1,0.0667405940602541,0.185410251564108,24.3626356674954,25.0535302485228,25.467560298224,24.2239465914735,24.1020309819002,21.9176253833392
"sp|P46976|GLYG_HUMAN",2,3,3,3,3,3,0.259298483684614,0.434812984218063,24.6888964106434,25.2767952538041,25.686871650589,25.5874731673969,25.6972573771483,25.3875568024922
"sp|P46984|GON7_YEAST",1,1,2,1,0,1,0.00889659577561497,0.0413526951792474,24.6898641752552,24.6928271613051,25.2041911822022,23.3885319873791,NA,23.9814489601707
"sp|P46988|PFD1_YEAST",3,2,2,0,1,0,0.0120555807452541,0.0522215856251754,24.7390216609632,23.5366122637461,24.4318239554509,NA,21.727447603971,NA
"sp|P46990|RL17B_YEAST",5,5,5,5,5,5,0.0828991931021625,0.213533953498045,27.9903500305487,28.0946279744993,28.1046969780787,23.8468581184964,27.1842909272816,27.2486715625517
"sp|P46992|YJR1_YEAST",4,3,2,2,1,0,0.0299510904222442,0.104817216520294,25.5222576544609,25.0371443855942,24.0814620518352,23.7346437297758,22.7134001154448,NA
"sp|P47018|MTC1_YEAST",5,7,5,2,4,3,0.0218082379689432,0.0823138004542065,26.2891460487007,26.7288482695823,26.4887651423479,24.190131204484,26.0518090671334,24.786036223218
"sp|P47035|NET1_YEAST",2,3,3,1,1,1,0.00419783440568928,0.0227680862483844,23.8441993320649,24.2213535537017,25.008471807658,22.38012481877,23.1582351460419,22.635100871374
"sp|P47039|BNA3_YEAST",4,3,4,2,2,3,0.0572665224670149,0.167462879291892,25.2120900248502,24.4445727161743,25.3386645198965,23.4275253076002,24.2870715725082,24.5688356960164
"sp|P47044|YJF5_YEAST",3,3,2,2,2,1,0.0253227485870085,0.0923391268088011,25.746569791256,25.1058100704919,24.6659916768312,24.4992065801414,23.9334437977663,23.0442955830203
"sp|P47047|MTR4_YEAST",2,2,2,1,1,0,0.0032082464700032,0.0184647866897764,23.8564260928843,23.4230510271662,23.6950906261016,21.7924972119506,22.5047872613836,NA
"sp|P47068|BBC1_YEAST",9,8,9,6,4,5,0.000307868159846577,0.00412744316375915,26.8175223602605,26.5133938181068,26.9628663677578,25.1038080426711,25.1824043983642,25.5769601749302
"sp|P47075|VTC4_YEAST",8,11,13,8,9,10,0.118666611905834,0.270638946284986,27.5880214296709,28.8430426972099,28.8062290423235,27.511884723495,27.9607890818356,27.7127582601213
"sp|P47079|TCPQ_YEAST",11,10,12,9,7,10,0.000343329468788549,0.00429555174894946,28.1111425057581,28.2934942240513,28.4458798847685,27.2955899234119,27.0956770419168,27.2970770667023
"sp|P47089|DENR_YEAST",2,3,2,2,1,2,0.010990360647025,0.048456619078832,25.8620447727315,26.1156147234471,25.96486820615,24.6595340518094,23.5211484640227,25.1460520903954
"sp|P47116|PTK2_YEAST",2,1,1,2,0,2,0.631246566349453,0.754290395865335,23.991576916447,22.1447357419326,23.0468116378629,23.3213446192619,NA,23.37397906004
"sp|P47117|ARP3_YEAST",8,6,8,7,7,7,0.916472752988876,0.945779784834112,28.5965935218369,28.5066888950757,28.6460243125813,28.9263328731813,28.2341022306699,28.523853970416
"sp|P47119|ITPA_YEAST",2,1,1,1,1,1,0.0205676861628674,0.0790176922481588,25.3731417839018,24.0178259426683,24.4742382461844,23.3747589553395,23.6000158413069,23.5619379843125
