"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"P53261",6,5,5,NA,NA,2,23.0765068819175,22.4486461776165,23.4441261883224,22.4403397261878,23.7113813043545,23.9779617527328,-0.455022239352433,1
"Q15418",2,3,2,4,4,4,23.0599311005649,23.2431835736024,23.2597077826444,23.2352710080806,23.6883224591584,23.625966520597,0.0321532533040999,1
"Q9NRX1",5,4,6,4,4,6,23.4971189543102,23.5196811194669,23.854131422874,23.6050643898046,23.9121064015208,23.8951916716139,-0.0811398659398665,1
"O43719",3,5,4,3,3,4,21.6199682814657,22.1870520806698,22.3751688559547,22.1826171262597,22.5346465118031,22.5646698170077,0.134851791571234,1
"P0AFF6",NA,NA,NA,6,2,2,23.2038696669655,23.4555015639193,23.2314419609246,23.281111766448,23.1243467973658,24.0270310842376,0.401328663116333,0.443322055139172
"Q8N9T8",3,4,4,3,6,3,23.0481405987204,23.07161882376,23.3597782416127,22.9435619272269,23.4652594870039,23.5849739661857,-0.0910078700548015,1
"P50897",3,3,5,6,5,2,23.3191951113289,23.6509844435395,23.9068129949495,23.4770374670433,23.8200754160117,23.8807038811691,-0.0124525768460669,1
"Q92804",5,4,5,4,3,6,26.6401351390097,26.6784896764686,26.928080789274,26.7530124631696,27.0255512161449,27.0256333300801,-0.0455438915700993,1
"P38999",4,4,4,1,1,2,24.6048195754627,24.2642185076064,23.9030199717786,24.5313857442724,24.163436854055,24.8284220296255,0.317583293402667,1
"Q12114",3,7,6,1,2,3,24.7848067524488,24.402219960465,25.0392944302235,24.6668735678456,25.0631565721071,24.8650655774139,-0.317699549684967,1
"P37685",1,NA,NA,5,5,4,22.7068991919763,25.1598964291897,24.5047879589303,24.7446996960208,22.5625899438301,24.9007931198083,1.67703738342736,0.0686874382226622
"P40016",5,4,7,1,1,2,23.7140248388584,22.4917380085931,24.0995916470852,22.9612096204538,24.3596424695309,23.4226187908902,-1.09923084517913,0.0951312654244861
"P21243",6,7,6,5,7,4,25.4780361134792,25.1581039182145,26.0004529311965,25.3301705410396,25.9797538272223,25.5929548277866,-0.459004528285766,1
"P32790",6,5,4,1,1,3,26.0850801492722,24.9189104478718,26.3614779967189,25.093627914138,26.3089159952144,25.2288706420797,-1.17135504570533,0.0401698269646342
"O75832",4,4,4,3,4,3,23.7642870697574,23.7389770762024,23.9315009414091,24.029855218111,23.7995555447691,23.9489107002207,0.0741331461994991,1
"Q16851",5,6,5,3,6,5,24.9704777285088,24.7447686670306,25.2403402156753,24.6165847384121,25.1998027743266,24.9805432669446,-0.3562413487078,1
"P17480",6,5,5,5,5,5,23.5790835224135,23.7968329762464,24.0845349531873,23.899762288325,24.2173452484212,24.3715776592793,0.0624030666095656,1
"P49247",4,3,5,4,4,4,23.5584799215291,24.8391628361184,24.9011556293275,23.5580712532942,25.0361139015621,24.9946209442215,-0.0346314729281995,1
"Q96GU1",5,5,5,5,5,5,25.8856630497706,25.8537198814901,26.3848846444259,25.9229451068671,26.2321679386737,26.2951712687545,-0.143626458586166,1
"Q9UPU5",3,3,4,4,5,5,22.2630751651463,22.7644952325395,22.9407338702759,22.5515809544686,23.0298634726374,23.1101182988805,0.0641739926096676,1
"Q9NRR5",3,3,2,5,4,3,23.6598209688797,23.4740337826546,23.2527426590517,23.684832821339,23.3014645171203,23.4373435454004,0.127394001447432,1
"Q9UPN6",3,4,4,3,3,4,23.4755065970042,23.4624436095972,23.7544389016719,23.7057108439194,23.656982219783,23.8475185817359,0.042915105597802,1
"Q01085",5,4,3,4,4,4,24.0442942200376,24.1784013453675,24.632952943376,24.330816513667,24.2638717756107,24.3821201445945,-0.016593645131767,1
"P61758",2,3,4,6,5,4,25.1849289012122,25.0009648439311,25.3517310556967,25.2492763852746,25.5156757793082,25.7782379866358,-0.00795217345853179,1
"P62942",3,2,6,3,4,5,24.7783622274438,23.1844416592324,23.8390951570613,24.8907731254379,25.1059307219415,25.2222622000239,-0.141970373917468,1
"P39077",6,6,8,1,3,2,24.4985050994069,23.3938875395019,24.9293261417525,24.1987369801991,25.1145917907529,24.1072986619787,-0.947499950077533,0.159821284636506
"P38795",5,5,6,1,2,1,23.2780160655325,22.8653163408881,23.5583641887174,23.01632815442,23.5733532938294,23.1780365522551,-0.450017500172033,0.605125699192269
"P07560",6,2,5,3,2,3,25.4067556827958,25.2081637934263,25.8866934902426,25.0608090467482,25.8320988460391,25.4352897617955,-0.473761805702499,0.906645086116506
"Q15645",5,4,4,5,6,7,23.6298907444746,24.0554115330923,24.101336468753,23.8942178093391,24.2378817079286,24.6999916469914,0.226837356088866,1
"O60749",5,5,7,6,5,4,24.0280460007866,24.0800240816455,24.4518419517017,24.32599133953,24.505923950021,24.5739903536296,-0.00193537590139906,1
"P53582",3,4,5,3,5,6,24.2028584260796,24.2962379250601,24.4905470882592,24.1068210526275,24.3296630520574,24.8857148033625,0.0885684048846341,1
"P0AE08",3,2,2,6,6,4,24.6024870641735,25.9913263470101,24.0351075002318,25.983968203501,24.5302973804057,26.2807464202785,1.6960496753262,0.013866345910826
"P53235",5,5,5,2,1,2,23.0526511286639,22.1513392941047,23.1603607909322,21.8675549461303,23.243201010038,22.2269571789464,-1.07012050348423,0.050075303183471
"P15374",3,4,6,3,3,5,23.9089711395891,23.8778101213103,24.3122498163817,24.1013818377239,24.3078922965372,24.4475600075082,-0.0341204286551999,1
"Q9NYU2",2,4,1,4,4,5,22.2453408942148,22.7735029542871,22.4715219159309,22.3801488418958,22.6514543447675,22.7411403431208,0.1754916614635,1
"P15288",1,NA,NA,6,4,5,22.3604551689394,23.949684337574,22.7810441815396,23.8707404101265,22.9812318321689,24.2541750041901,1.3172895230809,0.034959957972862
"P16649",6,5,5,3,4,3,23.5893795843472,22.7320402811027,23.9420055035141,22.9274539117902,24.0652226716393,23.2586419389982,-0.892823875869833,0.106826254153718
"Q96IU4",3,5,3,5,4,6,24.8976721043855,24.7124440856107,25.1023491557737,24.6466402261261,25.2692125909845,25.0177466703895,-0.297467623005801,1
"P36915",3,5,4,3,5,6,23.3049762418396,23.3406952474214,23.6512773969014,23.4981932993723,23.9828767142081,23.9107910213885,-0.0631502615889659,1
"P0A6Z3",NA,NA,NA,4,5,5,22.9909988699779,23.2318987968807,23.3267983936368,23.2795408720189,23.5838920276226,24.0814652336906,0.2304052037843,1
"P78559",3,2,3,2,NA,4,23.6617839681012,23.5281105535543,23.8466319226599,23.0259767724892,23.959995655033,23.9238076731604,-0.330172182196733,1
"O43681",4,5,4,3,3,3,23.7644903730505,24.2025277145336,24.2410447048852,23.9084033412841,24.2872772512137,24.2972868587063,0.0384685284581998,1
"P25685",5,5,4,6,5,6,24.4878132981776,24.8107204774726,24.8785573512993,24.5731395679175,24.7171790664647,24.9941229212251,0.0981444168912008,1
"Q8WU90",3,5,6,3,4,5,24.1103883616898,24.5050244147461,24.5667696860161,24.3307615427133,24.7118546232498,24.5564516769811,0.00107498782826691,1
"Q69YN4",3,2,3,5,5,5,23.3670820898573,23.1871742905951,23.5638171221524,23.5221775345647,23.878416936026,23.7994591044209,-0.100168406151666,1
"Q13618",3,4,7,3,3,4,22.9762588042371,22.7638681219878,22.6544930138113,22.8320176958704,23.0818578777125,22.8350575148012,-0.0938887877005001,1
"P0A8N3",NA,NA,1,1,2,7,21.3135631453009,22.7669037260071,22.068825174362,22.9445597100519,22.0661338744521,23.4148993905999,1.22594687751463,0.04757957244991
"Q9NUQ8",2,2,5,1,6,5,22.0336602603202,21.8475944683549,22.7293711806121,22.9544384416394,23.832024651778,23.1228317855163,-0.2233971323999,1
"Q9NP81",3,2,4,4,4,6,22.5961749664494,23.0260512615037,23.1835928297056,22.9160308694376,23.1636051487655,23.6650289929362,0.221246059652332,1
"Q96EK9",3,1,3,4,3,5,21.3505103042177,22.2116551449589,22.4973665387576,22.0148258561165,22.3433818772532,22.5055470009496,0.1802564272655,1
"Q9BY77",4,4,5,4,7,6,23.3242751924623,23.5394915831965,23.6020645022191,23.4528564265932,23.8955832327421,23.7302583540071,-0.0331055212089003,1
"Q99805",2,3,4,1,4,5,22.4915361854017,22.8848157396114,22.89046301366,22.5026832375429,23.3008464503233,23.2086920532459,-0.0288848729949317,1
"P00509",NA,1,1,4,5,6,22.3868377847236,24.5667000182798,23.2123912940963,24.6652222652175,23.0992505210681,24.9289233087123,1.8207886641072,0.0132921377174458
"O14646",4,3,4,1,2,5,22.606883308341,22.4020617038908,22.5462453194021,22.7444182354875,23.237323909936,23.1538123854181,-0.0300534042942324,1
"P32457",2,4,4,1,2,3,22.9717216703885,21.4822593385805,23.4925478306606,22.3216709235078,23.3982356222985,22.5256843648922,-1.1776301654557,0.08724067085733
"Q12746",3,2,3,2,2,2,24.0075616599031,22.8135449884899,24.2729636012443,23.0579011867022,24.5359229466687,23.0604756121752,-1.2948421401496,0.0343889481695328
"Q14318",1,3,2,1,4,4,23.4276298588821,22.9452112663905,23.1177862333902,23.2415953933082,23.9042274068955,23.7744810456683,-0.162785264600267,1
"P24276",6,3,3,2,2,2,22.7570131188308,22.239787591372,23.1283653795395,21.7894134472158,23.2968758885516,22.4472537756105,-0.901933190907866,0.130389779891479
"P41911",3,5,5,2,3,1,24.1874870947976,23.2985341695104,24.4797956797586,23.2650811806311,24.4650491906844,23.5903280007111,-0.992796204796,0.0573972470838984
"P12385",4,6,4,NA,3,3,27.9621643800547,22.8947137028252,27.7791431252024,26.3871749960291,23.6515709476797,26.7268233982955,-1.128055451929,0.892525018840808
"P0ABB4",NA,NA,2,5,5,6,21.9003479632087,23.0858534812608,22.0886717974993,23.5030625130866,23.1371029361812,23.8584667346833,1.1070866773805,0.12763021184078
"Q9GZS3",3,4,3,4,3,3,23.6648730113519,23.6630887625097,23.8530660267537,23.6532215372306,24.0815689306997,23.9295743790132,-0.117874430017267,1
"Q14807",2,4,3,2,NA,2,22.1421220188024,22.3158641937275,22.4360623549161,22.2597742909352,22.4635123997211,22.6106747864329,0.0482054992186664,1
"P41240",3,4,5,4,4,5,23.1966250874533,23.2451451580471,23.5587703221263,23.0409002076689,23.7696806874496,23.6960811861437,-0.180983181723165,1
"P33401",6,4,4,2,2,1,25.6833062779783,24.5092071847107,25.5348965237357,24.864736667525,25.7940960361342,24.5043580942604,-1.0446656304507,0.0525800274553096
"Q14671",3,4,3,3,5,4,23.3557398309166,23.0766786159212,23.5074746791918,23.5859019080127,23.7696697928052,23.871003354115,-0.033100141621567,1
"P33299",6,5,6,5,5,5,25.4456907032196,25.4792353046626,25.8200078097401,25.2926165241069,25.9046163398952,25.6229316553075,-0.2585104562593,1
"Q7Z739",5,3,3,2,4,2,24.281310891403,24.1706118512785,24.7681653402919,24.6991625654761,24.909638690063,24.9039541814773,-0.0617954411753333,1
"P09110",3,3,4,3,2,4,22.5379846202393,22.8441075934322,22.9630767805191,22.7228506723216,23.0566979055246,23.486036475114,0.165078478194932,1
"Q8TAT6",2,4,3,3,4,5,22.7078047106347,22.8183931830233,25.1739751968609,23.0457723239362,23.654797271816,23.2765979788551,-0.798604564499001,1
"O14841",3,3,3,3,3,5,22.6088339177458,23.2084311477326,23.2518019452387,22.9607821934982,22.9860823751714,23.4964922490795,0.272995784051466,1
"P35612",NA,1,4,5,2,4,22.2137856512863,22.5831231781511,23.1755844220208,23.2711114770266,23.5290894938818,24.0105323741844,0.315435820724401,1
"P06454",3,3,4,3,5,3,27.9459205590972,27.8626361280024,28.4641042231523,28.1709626390438,28.3009038294612,28.3586816476571,-0.106216065669133,1
"Q9UBB6",2,1,3,4,3,5,22.9257961750577,22.7184017019492,23.196640394537,22.9865916869177,23.7161705433059,23.2890258455872,-0.2815292928155,1
"Q96A65",5,3,3,4,4,3,22.3208130789534,22.2270116956295,23.0262213387825,22.5952116032635,22.8294528354214,22.7886105121641,-0.188551147366732,1
"Q9UK76",4,4,3,4,3,5,24.4578126978614,24.5402310517036,24.8421993564778,24.6928237330282,24.9829813931049,24.9816680496703,-0.0227568710139998,1
"O14617",2,1,2,5,5,3,23.1708141452266,23.5949519029549,23.6600484633159,23.1522911872132,23.6964344290672,23.4889824583113,-0.0970238297100998,1
"Q12377",4,2,4,4,4,4,24.0535060054477,23.4830118659067,24.6521254762887,23.5868847881197,24.5666669249265,23.987757123201,-0.7382148764785,0.293079032960938
"P05453",3,4,5,2,2,2,23.514167202263,23.0654776034815,24.0429987384305,22.6843587927991,24.0094807961634,23.0355099436524,-0.927100132307967,0.0919989221222107
"P30049",3,4,5,3,5,6,25.3272088798071,25.1610320580966,25.7880076439677,25.6415544650324,25.9025284896981,25.8820672181635,-0.111030424060133,1
"P43366",4,2,5,4,4,7,23.6372262787849,23.5838148053975,24.0645196087545,23.8686744073833,24.179739042526,24.1433165677287,-0.0952263831853012,1
"P42330",1,2,3,2,2,7,24.1576186315229,23.9038780771928,24.82998203894,24.5769651963714,24.6712207718371,25.0285745207433,-0.0498012159974988,1
"P55809",4,4,5,3,3,4,23.4622573699692,23.2574794919215,23.6264873077462,23.4890064764146,23.8943446669757,23.7512139678678,-0.161796469495735,1
"P56182",4,5,4,3,4,4,23.5438491084756,23.4968894864954,23.874433689055,23.7128202078269,23.849111458556,24.0089606162533,-0.0162413151703322,1
"P54709",1,1,3,4,2,4,25.9974815248956,25.5687234242144,26.2174899170215,25.2402573719232,26.3379899989122,25.3276614582858,-0.805439728801967,0.112973553155109
"Q12250",3,4,5,3,1,3,23.5790098416373,22.530479327527,24.1783701895585,22.9795863808357,24.3833098359925,23.2800399540949,-1.1168614015769,0.0882091356464993
"Q9H0L4",3,3,6,4,4,3,24.0415715951257,23.9002407992521,24.2804230379249,24.1563469859798,24.4754275554184,24.4943352148902,-0.0821663961156342,1
"Q01532",2,4,5,6,2,3,23.8165565610696,23.4389567878939,24.2442971933525,23.0223705224141,24.1459950964727,23.6008801028946,-0.714880479230734,0.28443946803968
"Q9UL46",5,4,4,3,3,3,24.0408530634273,23.8838707278437,24.4006617569897,24.1896098331634,24.2891001649412,24.4326168281226,-0.0748391987428327,1
"Q9BV38",2,1,5,3,3,6,23.6235306777402,23.5849062039684,23.86110726268,23.4232886751015,23.9382200865084,24.3030337582606,-0.0372097965327001,1
"P26785",7,5,5,5,4,5,27.386038368522,26.3004708468101,27.7625383698955,25.7401361850386,27.7237490489097,26.7830355893826,-1.3495610553653,0.0528161065621752
"Q99496",4,4,5,3,3,4,23.4760000451394,22.5681706865496,23.7601799442045,22.795346094788,23.8431159703482,25.2971881861577,-0.139530330732267,1
"Cont_Q95121",4,5,4,5,6,3,22.8514191782097,24.8054387461235,24.7316718299191,24.5589299183106,24.8829790934711,24.9295610155632,0.609286526132466,0.911749622806434
"O00422",1,4,4,3,1,4,24.8521373274745,24.6152057428033,25.1722553559617,24.9188034713548,25.1704807423176,25.1755369114546,-0.1617757667137,1
"Q9H7D7",3,3,3,2,1,3,22.8690035508384,22.8000501942682,23.1955524368963,23.4440905396133,23.2780671264105,23.2737961682294,0.0584379293218985,1
"O15027",5,2,2,4,3,2,23.0184231439724,22.9586816506802,23.374933602189,23.2085159881306,23.421248934647,23.4580160387433,-0.0631306677514326,1
"P39109",2,3,5,2,NA,2,23.1348281528236,23.2192719371952,24.0682321345125,23.3265863867742,24.1996197803649,24.1214460919266,-0.245125217268334,1
"Q15102",3,4,5,3,5,5,24.5089276628965,24.8125926425554,25.0229371801989,24.693967990038,25.0547447356487,24.9954487029111,-0.0282000810798652,1
"Q9UKM9",4,3,5,3,3,5,25.3502542657211,25.3473525152328,25.7186218168348,25.5554578999707,25.7983107120568,25.7849366174175,-0.059813253997234,1
"Q9NQT4",4,3,2,3,6,NA,23.915759505865,23.7552694314416,24.2390963310349,23.9534448945175,24.4440882641338,24.2283469314607,-0.220627614537968,1
"Q9C0C2",3,2,2,2,1,3,21.7562868385184,21.5773230197087,22.2586101685961,21.8831807010204,22.2751054466473,22.1335006611851,-0.231999357282533,1
"P61353",4,4,5,3,5,6,24.14851304507,23.8899190670867,25.0130223942503,25.0000177141043,25.4072795653977,25.4471243516525,-0.077251290624833,1
"P38737",4,7,2,1,NA,1,22.958124057853,21.3312284556657,23.0491715292105,22.2772556119538,23.2502252536713,22.4155973661422,-1.0778131356577,0.120039293438214
"Q9BTE3",2,1,4,1,2,4,21.9985287123753,22.2117935542266,22.7782099081349,22.0444936782432,22.4141703601802,22.7824457846926,-0.0507253211760007,1
"P49642",2,2,2,3,3,5,23.1957758902037,23.0548089788076,23.3820955991076,23.4106504807813,23.895995851817,23.7465577842436,-0.0872833657652663,1
"P49721",3,3,5,7,5,6,25.0300613986671,25.2674103677943,25.2833043051097,25.4023330460167,25.4309922668522,25.5572832562048,0.160889566462268,0.857849387438858
"Q9Y3T9",6,5,5,3,2,6,24.2017482325764,24.1311787297199,26.3104799301849,24.1804027214882,24.9439269909066,24.7367206700824,-0.802617677459134,1
"Q12443",5,5,5,4,3,2,24.7231537702748,23.3597017122277,25.2652169910294,24.6770091124162,25.3698527700307,24.6575574598958,-0.887985082265067,0.531784252652934
"P49840",4,1,4,2,3,5,22.5839742940046,22.8086190793153,22.851347305488,22.6479770020383,22.9975680945755,23.177184705232,0.0669636975058327,1
"Q9H9Y6",2,1,5,3,2,2,24.0444678302819,23.4050473008305,23.6995486257888,23.5093481939709,24.4600661263376,24.1245006248669,-0.38839548758,1
"P38081",5,3,3,NA,NA,2,23.1066025547202,22.145578016647,24.1379604874495,22.5855185854293,24.0394686431371,23.4500235143899,-1.0343038562802,0.349713668366268
"Q00403",2,3,5,2,2,5,23.1116661326472,23.3360511619461,23.3635949993642,23.0581901222419,23.5079902109047,23.6301137843079,0.0137012418599317,1
"Q01662",5,5,2,1,2,3,23.5140578551819,22.7270239452714,23.741687415958,23.01279774047,23.9671607218206,22.9254868916419,-0.852532471859067,0.0963849271110016
"P12612",6,1,3,2,2,3,26.0913972904812,25.7028605774746,26.5157970324618,26.2150765813553,26.5701679384624,26.472483358784,-0.262313914597167,0.952236447979376
"P36006",2,4,4,NA,NA,2,21.7377989877142,20.7719945393851,22.0435863878354,21.7675827586896,22.7802612080784,22.4108138782344,-0.537085135772967,1
"P08237",3,4,6,1,3,6,23.3197406066348,23.3945112353219,23.8627441358063,23.6794122310383,23.8582548129648,23.8254223388452,-0.0471312500668333,1
"Q14997",2,3,3,4,2,5,22.9368076597502,22.8673732025993,23.3495867062178,22.7848801211045,22.852899398246,23.643547413479,0.0521689909895997,1
"P22307",3,2,4,3,3,3,24.4316052302492,24.6572006744625,25.1796925796364,24.5793104125425,24.8148494911934,25.1849947116597,-0.0015471674714315,1
"Q04206",4,3,6,3,4,5,23.0175315862247,23.602104837872,23.7015161924159,23.3778696676554,23.8431875832488,23.8097850037985,0.0758413824788337,1
"O95801",2,2,4,3,6,2,22.8531771334691,22.9980818067329,23.3587715088089,23.4704905728573,23.3007108812998,23.4700703547288,0.1419944035804,1
"Q96QC0",5,5,4,4,4,4,23.8182450322868,23.9580061391942,23.6869482137113,23.6188319823972,24.048299276957,24.009217995459,0.0108545313651002,1
"Q8N3X1",3,3,3,4,7,3,22.340000150788,22.3869549759035,22.1895565991623,22.9078773009417,22.7217838529848,22.6487678989055,0.230753190938533,1
"P61421",2,3,3,3,4,4,23.053772460319,23.3339334384707,23.0480935241468,22.91791979306,23.4379037959459,23.3084506919289,0.00684471434930127,1
"Q06265",5,5,5,5,3,4,24.1104264372762,23.9700896490485,24.3994646505629,24.0883796827533,24.4696872723385,24.5065862793493,-0.138174249675501,1
"Q06505",4,4,5,NA,NA,2,22.862088682153,21.8099170543583,23.145443679769,21.8986864418041,23.1901125186227,22.4450009490111,-1.01468014512373,0.0715623887359215
"Q96B26",4,4,5,5,3,3,24.0463933191136,24.0717068666416,24.4746143755311,24.3136882409855,24.5647672556982,24.6008991534709,-0.0331602297483021,1
"P32356",3,5,6,NA,1,NA,22.6495956377554,22.2455294954944,23.2266050485354,22.4165294080347,23.3176581258729,22.7411669917527,-0.596877638960634,0.685892921068074
"Q06625",6,3,4,NA,NA,1,22.7651300650166,23.3231109880405,23.4572775389964,22.2630030759874,23.4933016093803,22.6440036745573,-0.495197158269367,1
"P15927",3,4,3,3,2,3,24.405199126397,24.4117982699365,24.6884153096503,24.5461428526224,24.8086461794247,24.8594945970503,-0.0282749652875995,1
"P11172",3,5,4,5,3,4,22.7639636288855,23.6695996330506,22.9576610035319,22.7775896350287,23.0631481766556,22.9846321917672,0.215682883591167,1
"Q9Y6E2",3,6,4,4,6,6,25.6630597629999,24.8439404060381,25.0975242305,25.2089841578509,25.4873324625474,25.4619456269278,-0.244348755076833,1
"P51398",2,4,4,3,5,4,23.7400962348177,24.155195151956,24.0669839209362,23.7951099267096,24.1950920560355,24.2971051840221,0.0817460169661016,1
"Q5T9A4",3,2,5,NA,3,2,23.1599409171162,23.0202151228668,23.5203365648998,23.5328544415887,23.9753280255944,23.9416053899242,-0.0536435177435663,1
"Q9H2U1",1,2,3,3,2,5,22.4943578010939,23.0200696076301,22.7485086871507,21.5336490007549,22.607087577302,25.4947024104943,0.732822317777565,1
"P0CX51,P0CX52",4,4,5,4,4,4,27.4029110883293,26.7602983378528,27.2888756468726,26.2336947118103,27.8354325845647,26.6220639996179,-0.9703874234952,0.0861978324783538
"Q04491",7,5,3,2,NA,NA,24.0109514595489,22.8521155099984,24.1166802767162,22.8363695917907,24.3092680318966,23.2603173033117,-1.1626991210203,0.0457999142818968
"P41805",6,6,6,6,5,4,25.3624484634155,24.582181959162,25.5663475640892,24.4802272533202,25.4390570086063,24.67054247526,-0.878300449456267,0.067443417059041
"P37647",3,4,3,3,4,4,22.8252055067529,24.8802791097961,23.1670453565321,24.8736957704896,23.4299117408473,25.1231190606569,1.81831044560343,0.0132767917314516
"P28072",4,6,2,3,5,5,25.477274685008,25.2780232992667,25.8885833847072,25.5483596920122,25.7922831188739,25.8508194936998,-0.160312901203467,1
"Q76FK4",NA,NA,1,3,3,3,22.9280601809615,23.76928469498,23.3903526660592,24.2832954019649,23.885307426327,24.1681540988664,0.672337974154534,0.302448178574548
"O95810",3,3,5,2,3,4,23.1715301967603,23.0385523253888,23.6217011207969,23.3958308905613,23.7560466325965,23.8579805206926,-0.0856380711703342,1
"Q5T8P6",5,5,4,2,5,4,23.1680950160202,23.7383017619705,24.3413984253291,23.3854360139843,23.7045256321291,23.6824382937583,-0.135947667921767,1
"O43809",4,4,5,4,3,4,24.9129348245672,25.9594569660127,24.6754016836536,25.5372738635302,25.3527354390469,26.1259358730409,0.893864918438699,0.112232728783582
"P13693",3,4,5,4,5,5,26.0646242020083,26.082890495828,26.3456839369181,26.0687184255003,26.2381713160672,26.2834436392325,-0.0711422981442655,1
"Q6P3X3",2,3,3,3,7,2,22.9183122417907,23.3124981474114,23.2882818780734,25.3730087567824,23.4619333905447,23.6874304698746,0.9014699545532,0.423525529334864
"P60660",5,5,4,5,4,4,24.8645218865788,24.8253049973229,25.191051079391,24.920798787022,25.1069770794905,25.1735359362535,-0.0809701082872986,1
"Q9BTD8",3,3,4,3,3,1,23.0426402899664,23.0716001671436,23.0774651019117,22.7238944199851,23.308238332682,22.6804953827819,-0.317451251549832,1
"P62995",4,4,4,3,3,4,25.6708187367731,25.7723626031861,25.5309371897494,25.5272254662644,25.8987394829532,25.9221134283104,0.0404020294283995,1
"P62820",5,3,3,5,4,5,24.5931179835898,25.1520988158129,24.9234275981654,25.0008880170366,25.2965558218522,25.373469764441,0.237785064561034,0.923755772001908
"Q9NPQ8",4,4,4,3,5,5,23.1941416898496,23.057163800183,23.26352968817,23.2885305669803,23.4417993378737,23.4558495610094,-0.0326422625735331,1
"Q9BZE4",4,7,5,4,NA,5,23.1095800937992,23.7275839783239,23.6924593882853,23.0558065330684,23.3947148006811,23.5845026604916,0.0570462963727666,1
"Q8NFW8",3,5,3,5,5,4,23.5306719664186,23.4544421329112,23.4187791132304,23.701077024437,23.5063785319836,23.8490211390922,0.182903561602602,1
"Q15257",3,7,4,4,4,5,24.2141427032984,24.0855948315586,24.702515879795,24.1886760681911,23.9625979282677,24.4137410276447,-0.0637481946555679,1
"P40938",4,3,5,4,3,5,22.7693677362929,23.4654188084139,23.4532234025327,23.1544888689344,23.7223817817822,23.7060232569459,0.126986004562134,1
"O14828",3,3,3,4,4,3,23.2431729663343,23.426157369538,23.3828551280123,23.424223709353,23.8076796870216,23.7337762648533,0.0501498541253677,1
"P32468",3,4,4,2,2,3,23.3968356134444,23.0258353848022,23.6688180218799,23.3476424529855,24.0360870643566,23.6275953325001,-0.366889176464367,1
"Q9BTT0",5,5,4,5,6,5,25.1968467241785,25.6351797269414,25.4272839397692,25.5050116900226,25.279841220268,25.57889735607,0.2717056296061,0.503280031068144
"Q6IAA8",1,1,2,3,2,1,23.062705617818,23.9084207504901,23.5611964488591,23.1000755063397,23.4313318139178,23.3894084109843,0.114223595739733,1
"P32628",5,6,4,3,5,6,23.7585914536796,22.9746153695105,24.2650667258739,23.0955465638609,24.4062361520659,23.3603845700186,-0.999782609409801,0.0768678193235286
"P39522",1,6,4,1,1,1,24.0215052924474,23.0597349204602,24.4306329895637,23.0396659251562,24.3591823846153,23.3844918280555,-1.10914266431817,0.0513697858444269
"P08524",3,6,5,2,5,4,24.5697969809696,23.1376866267488,24.9939383094886,23.8471882277282,24.9731984616047,24.0986758022016,-1.15112769846143,0.0768598225144748
"P03965",5,4,5,2,2,1,24.0708799027875,24.0610031025117,24.4334826746855,23.905300783719,24.4775376795397,24.3022142724889,-0.237794032764366,1
"Q8NFH4",1,1,4,5,4,3,23.3253982428451,23.9421162336311,23.9760436522052,24.0714695640724,24.2098836113567,23.613398417539,0.0385529029451668,1
"O60231",1,1,2,5,4,4,22.5008706840489,22.7023965584368,22.7952286597661,22.6397910168293,23.05376649545,23.0789934795818,0.0237717385276343,1
"Q9BXK5",1,2,2,2,4,2,22.0443921181044,22.6315805204625,22.8716210275164,22.4976182223047,23.0064589470217,22.9964940046108,0.0677402182451653,1
"A3KN83",2,2,4,1,3,7,22.3957966426481,22.2923262672745,22.8573173927684,22.6887723548314,23.0096456629347,22.8919547980687,-0.129902092725535,1
"O15400",3,4,3,5,2,2,22.7455600580903,23.4744606463869,23.2322465631158,23.3577838018303,23.3641696628393,23.5057073859213,0.331991850031033,0.525120351243908
"P00899",4,4,3,1,NA,3,23.8548769415076,22.5422659151838,24.268453335674,23.1692587779404,23.8179430268594,23.4353884570406,-0.931453384625401,0.159397858055864
"P27472",1,1,5,2,NA,3,24.6110007001814,23.4951467533187,24.8980035588891,23.8898677425353,24.9935556268657,24.2471831978011,-0.956787397427033,0.0987404326519489
"P63167",5,2,2,5,5,2,24.3642732115662,24.2330234994375,24.7219888552716,24.3150525186592,24.5605080007781,24.4069893068336,-0.230568247561866,1
"P53254",2,4,6,NA,NA,NA,23.3071253313517,22.5908899003188,23.2553989014184,22.6341652788997,23.2673132028437,23.2688524976998,-0.445309919565165,1
"O76070",4,4,5,4,4,4,24.0670653519589,23.9391283770013,24.6451946668843,24.4524404663044,24.6779746456453,24.6404134228297,-0.119417466117701,1
"Q9NRW3",4,3,2,3,3,3,22.5589057523563,22.6795012540553,22.5422639074989,22.5672795514255,22.7655697899316,22.8631298524891,0.0810570693943665,1
"Q96CN7",4,5,4,3,6,5,24.4862820399144,24.717616184579,24.9308119479102,24.7224610004843,25.0231022089586,25.096321707571,0.0320675652837004,1
"P21912",4,4,3,5,4,7,24.6053030579277,24.9534947168996,25.1301689567259,24.760133437009,24.921312237172,25.0652690262342,0.0407043094390668,1
