"protein_group","number_of_peptides_A_1","number_of_peptides_A_1","number_of_peptides_A_1","number_of_peptides_B_1","number_of_peptides_B_1","number_of_peptides_B_1","abundance_A_1","abundance_B_1","log_fold_change_B_vs_A","differential_abundance_pvalue_B_vs_A","differential_abundance_qvalue_B_vs_A"
NA,NA,NA,NA,NA,NA,NA,19.8018182633022,21.6862761743576,2.28594601404435,0.000696908618776024,0.00324936721722602
"O95721",9,10,8,8,9,9,21.6521234526986,21.5353414126696,6.05254542416112e-18,0.99999999488685,1
"Q99567",12,10,11,12,10,13,21.2857104160892,21.2623611983695,0.144313702132434,0.049637089914979,0.12943901213995
"Cont_P63103,P63104",12,12,12,13,13,12,23.7425320130432,23.6464580682604,2.50410992320837e-10,0.999956445543405,1
"P36969",NA,5,4,NA,5,5,21.1689152297404,20.7757104204349,-4.38105111754193e-17,0.999999987447691,1
"Q05506",16,18,16,13,13,11,21.5742762467454,20.5246706765552,-0.720353454737462,1.33344160147877e-07,1.41323389008132e-06
"Q12191",4,1,3,NA,NA,NA,20.8020742417903,19.6571409554003,-0.877835276705229,0.000891177806918229,0.00404066471626641
"P32787",5,3,6,NA,NA,1,19.7461391741189,18.6432553739938,-0.987500655957105,2.16782583831892e-08,2.60040563060165e-07
"Q15024",6,6,5,6,4,5,21.7366131952669,21.8112797873565,0.0850390168661526,0.260017529397901,0.505105822658123
"P00360",18,18,16,12,12,11,24.1100466931933,23.2240953412622,-0.696809986724715,4.16298333497459e-12,9.19340001757151e-11
"P03872",2,2,2,NA,NA,NA,19.4833824222718,18.807294219139,-0.470759559763247,0.00875020047335996,0.0297958439344477
"P21954",NA,8,8,5,6,6,21.6027781612178,20.6695644704698,-0.777858764151242,6.11538794872942e-08,6.89679863106707e-07
"P33240",8,6,7,5,6,4,22.0209046250303,22.0026719976034,0.104842445915009,0.19318439676357,0.398447536583869
NA,NA,NA,NA,NA,NA,NA,19.7340777161273,20.0941144146815,1.5339434285827e-19,0.99999999969172,1
"P35691",4,4,4,4,4,4,25.7270540235246,24.5232329334279,-1.09201611280987,3.30846135336456e-09,4.53559974624887e-08
"P0A858",3,3,NA,4,4,4,20.0972324865238,21.5756977938411,1.74954008902991,1.44635718585908e-10,2.54462440898808e-09
"Q9UPN9",9,7,NA,6,8,11,20.5709807374557,20.5105062605091,5.44065943611625e-20,0.999999999490813,1
"Cont_Q28107",12,9,9,15,9,11,20.470661652269,20.518823565844,1.13963756049014e-17,0.999999992922395,1
"O95453",8,7,NA,8,7,9,21.0721203143834,20.9340806847564,4.10189521728016e-20,0.999999999753051,1
"P12956",19,19,21,22,22,24,22.8253895281319,22.8303079165375,0.10995156622006,0.0301478991029748,0.0857330880740847
"P38144",7,7,6,NA,NA,4,19.716533452312,18.971429508204,-0.588670031156833,2.62953199779295e-05,0.000179079611410983
"O14965",4,NA,NA,8,NA,NA,19.7024576679615,19.8175554500567,0.0244841002067204,0.670987665137239,1
"P49841",NA,NA,NA,NA,NA,2,19.1787485124566,19.3655832720836,0.166383299866798,0.318166752500417,0.597822755321183
"P49840",4,4,5,2,5,5,20.4328236789867,20.492234913571,0.190028320663805,0.0449207326406418,0.119622415175231
"Q15418",3,6,NA,5,6,6,20.447495742558,20.5206815532489,0.00789203884039561,0.789430466798508,1
"Q13868",8,6,9,6,7,7,20.8799259226965,20.7197972215204,2.56805849439518e-21,0.99999999998897,1
"Q7Z5L9",5,NA,4,NA,NA,6,20.2843690370973,20.1718983434011,2.19699129555828e-20,0.999999999805053,1
NA,NA,NA,NA,NA,NA,NA,18.2006223749826,18.1987840923403,1.19445707270003e-19,0.999999999638625,1
"P38737",10,15,9,NA,NA,NA,19.6354071074103,18.8596533573568,-0.7845433747129,4.61279825189894e-06,3.67769624977683e-05
"Q9UNW1",NA,NA,3,3,1,2,19.101504938805,19.3509573622286,0.273325537261921,0.102981771443972,0.238310607115826
"P40471",5,4,5,4,3,5,21.7369276207105,20.8392984345717,-0.775447154313518,3.1673619717881e-09,4.36483981386361e-08
"P00958",16,20,18,11,16,13,21.5076798366516,20.4342479348791,-0.867677053636422,2.96237006865974e-15,9.03779723837348e-14
"Q06787",NA,NA,2,NA,NA,NA,19.7080525621519,19.2788227192909,-2.15939317375394e-10,0.999999769661992,1
"P28495",6,6,7,6,3,5,21.3913685688949,20.6084168671821,-0.656126042050086,0.000129940427584183,0.000760338776928289
"P54860",NA,4,NA,NA,NA,NA,19.7374287340629,18.5309357520724,-0.975219551592052,0.00753247495871727,0.0262929060266804
"P62753",5,6,6,5,5,8,23.3058200897652,23.3313659252407,1.85986288275799e-09,0.999913564137578,1
"P07464",NA,NA,NA,3,NA,NA,19.277887458798,20.3586302937984,1.03945207424004,0.00593547352404481,0.0214277901914559
"P07246",8,8,11,4,7,7,20.8360035281497,19.7807795484323,-0.856423079519707,8.61789501536088e-06,6.48862337961123e-05
"P30419",5,6,5,7,6,5,21.2364770093316,21.2081517811846,0.0692583072034203,0.361657947706962,0.663168420340965
"Q9NTJ3",15,21,23,20,22,28,20.959821855947,20.9634101069592,0.0500496429549985,0.547668310681582,0.933051434401998
"P53261",6,9,9,NA,NA,4,20.5500181408686,19.4147498111727,-0.84806833780883,3.03333078088999e-06,2.50939182782718e-05
"Q14CX7",9,NA,12,10,9,14,19.460328741201,19.5040025646557,0.0748926581666815,0.497013893492874,0.859570860692127
"Q14694",14,14,14,14,20,17,21.5345007852528,21.5571933745365,0.13320508174495,0.0464408681532384,0.122741563401498
"Q99257",NA,NA,4,NA,NA,NA,19.6779337298972,18.941903089076,-4.03081500695838e-09,0.999959542363343,1
"P62854",2,NA,NA,1,1,2,25.3619321144144,25.1229755330562,-2.0308315904836e-20,0.999999999938467,1
"Q13573",14,13,11,14,11,9,20.8059999715551,20.8406839555551,0.0722682972458634,0.34001767334821,0.629468004185147
"P0AG86",NA,NA,NA,2,2,2,20.4274951290812,22.6182487481564,2.26250637222889,3.53000816762088e-06,2.87965735837759e-05
NA,NA,NA,NA,NA,NA,NA,20.1053451663015,19.5346216800767,-2.25441536567065e-19,0.999999999244767,1
"Q6P3X3",6,9,6,8,9,6,21.3146281787872,21.230249160853,4.86006095504131e-09,0.999854495184739,1
"Q5T6V5",4,4,5,7,NA,7,20.3238931162205,20.2782651381132,5.06882321794436e-21,0.999999999967731,1
"Q7L2J0",2,7,6,10,7,8,20.2915921243962,20.0464268716126,-7.52058433283435e-10,0.999931814928423,1
"P16083",6,6,5,6,5,4,21.521038985666,21.582451184052,0.147817489613706,0.119420551029895,0.270283734277782
"Q5TFE4",4,3,4,5,5,3,20.5103611789567,20.3576985579645,1.29001764788199e-19,0.999999999357957,1
"Q13155",6,7,9,7,9,8,22.3127384349591,22.4220243738764,0.233143389505644,0.134820866753346,0.297983473502579
"P42330,Q04828",1,1,1,1,1,NA,18.6667842915523,18.7456108607845,1.90447836575391e-19,0.999999999559254,1
"P16615",NA,4,3,5,NA,6,20.2597038623512,20.4329875381596,0.299670917931782,0.0721916242026284,0.177826273623436
"O43852",14,12,14,13,15,13,22.2281830498752,22.1781289388915,0.131581885292957,0.0223279232567988,0.066806564030263
"P40054",6,4,6,3,5,NA,21.3662223128453,20.1900863022709,-0.984967078533754,2.28921106694706e-05,0.000157940601455511
"P04807",27,28,26,17,22,23,22.0067222597935,21.1097582061083,-0.689846666305034,1.26213392158785e-18,5.89517065322184e-17
"P0AES9",1,1,NA,1,1,1,20.5631000261685,22.3219203500343,1.86479579494181,5.23842481825346e-06,4.13279614211387e-05
NA,NA,NA,NA,NA,NA,NA,21.2317755302357,21.5981290587408,6.31745866778919e-17,0.99999998836132,1
"Q9Y450",13,13,14,18,12,15,21.129552564027,21.19579180995,0.211960009617125,0.000602251921605949,0.00285596194270997
"Q96FV9",14,13,13,15,10,17,20.415563866637,20.3533153548024,1.02253033878045e-19,0.99999999915955,1
"Q92785",8,5,4,5,5,3,20.6987427645187,20.7598583442185,0.180070280520844,0.0729669014622769,0.179292041861219
"P41277",8,7,6,5,7,6,24.2870687973489,23.0772122999558,-1.02016380800865,2.14959229655933e-09,3.0914300112371e-08
"Q9Y446",11,12,12,10,17,14,20.3240218376536,20.4270331241535,0.322195041198639,0.00474119530133904,0.017647979591524
"P48735",10,8,13,10,11,14,21.6711373306415,21.530600311369,8.9076840832349e-18,0.99999999486399,1
"O75909",3,4,4,4,3,3,20.2850197734863,20.232725686662,0.1314695390293,0.141138285642302,0.309612581720726
"Q9Y3T6",NA,NA,1,2,NA,NA,19.2233476629752,19.2493705058012,5.35978734755304e-20,0.999999999859281,1
"O95372",4,4,4,6,5,5,20.25164540109,20.167064912787,-4.88220142516149e-12,0.999997692427231,1
"P76558",2,4,NA,7,10,12,19.2429129693014,20.9253946660042,1.97638174198788,1.89016574139961e-18,8.67503894183228e-17
"Q8WXI9",5,7,7,7,8,8,19.7548436559859,19.6465112459574,1.10606385631101e-20,0.999999999887914,1
"Q9BX40",6,4,5,7,5,8,19.9405672225788,19.9798484726392,0.198078070562986,0.00784967506670941,0.0272444440640146
"O00442",5,7,4,6,5,6,19.3209567076196,19.4455717229632,2.72569416401046e-19,0.999999999226373,1
"P49095",11,10,8,8,4,NA,20.4996715311547,19.2712625943004,-0.981100426191986,3.02995035315003e-08,3.56171001423738e-07
"Q9Y3A5",6,8,8,7,9,7,22.179422658922,22.278010470555,0.198453651104225,0.150526967156887,0.326275701295297
"P08648",NA,5,2,7,7,4,19.5227998390865,19.4673948226258,1.14936490899902e-19,0.999999999499944,1
"P33401",6,NA,6,NA,NA,NA,21.2286690155471,20.6273688889218,-0.515411390955817,0.000173738348671837,0.000990271062948114
"Q8WU79",7,5,NA,6,6,5,21.265308132976,21.3533929349347,0.237450934393674,0.00622729587928479,0.0222831645090611
"P40925",12,11,12,11,13,13,23.3471449160551,23.3728826329776,8.07089937257601e-10,0.999944255858859,1
"Q9H3K6",4,4,4,4,5,4,22.3343859290486,22.5595941805872,1.50777649736623e-19,0.999999999437609,1
"Q9H9A7",NA,NA,NA,1,NA,NA,18.2796272216242,18.4344703855593,0.300673107013018,0.192450319720515,0.397554907039091
"P42345",8,11,11,7,10,15,19.835404018856,19.9030878614921,0.25529023595042,0.0177962695411578,0.0554151685181303
"Q9BSC4",NA,NA,NA,NA,NA,8,19.7118053242553,18.961180179568,-5.79188792494368e-19,0.999999999463299,1
"Q15555",NA,NA,2,5,5,4,22.0460344938929,21.9822268019589,9.09229913131706e-20,0.999999999413864,1
"P12277",20,16,17,20,19,21,23.4969753212678,23.5057144943483,0.192995318510572,0.00278913007392828,0.0110269876630663
"Q96DV4",NA,NA,NA,6,NA,3,20.3343406225532,20.3756711104063,1.85839084469466e-20,0.999999999883826,1
"P09733",5,4,6,5,5,6,21.7910625536579,20.8555678922313,-0.7757133135644,1.0157315062612e-07,1.09408793674421e-06
NA,NA,NA,NA,NA,NA,NA,18.9881536924442,17.5851896689804,-1.20912833223952,0.000314938933172766,0.00165562518853173
"Q9Y3I1",NA,1,3,2,3,2,19.5716442893193,19.7622176748134,0.135205538118656,0.214926733467821,0.434796205152609
"Q6NXE6",7,5,3,6,5,6,20.8699484726181,20.8292178634431,-2.56490608091015e-20,0.999999999866076,1
"P51665",12,13,14,10,12,11,21.9685938677696,21.9865027067027,0.159333366292481,0.00703386277055011,0.0248320390585882
"Q99614",9,8,12,8,9,13,21.2001920150744,21.1928090589221,0.10005227626016,0.396172625055528,0.714627175339398
"Q7L775",3,2,4,NA,NA,2,19.6965202418734,19.1260627833529,-3.15290330553087e-19,0.999999999547864,1
"P50395",23,21,23,22,24,25,22.7107018263863,22.6939808651057,0.145161359560274,0.000914190348116909,0.00413107590527487
"P45974",20,15,20,17,18,18,20.9574066630756,21.0053334867543,0.189111975660324,0.00270729736658798,0.0107356239675818
"P53985",2,2,2,3,2,2,22.6908440363424,22.4728800818035,5.14081723269506e-11,0.999996315275749,1
"P38993",2,1,1,NA,NA,NA,20.3446595341453,19.7087774555252,-0.416505087666423,0.0462584749889034,0.122382070672397
"P53903",1,NA,2,NA,NA,NA,20.9123031489201,19.9408288174593,-0.725888653898163,0.010581539841457,0.0350372442178232
"Q96EE3",4,4,5,5,5,6,20.6708978547745,20.751789314144,0.31710072304494,0.116973186990087,0.265199519301408
"Q9H307",15,17,18,12,16,18,21.5166095711518,21.4009283903292,4.07734022471949e-11,0.99998765493842,1
"P13693",4,4,4,4,4,4,22.1592804036743,22.1327462326589,0.141168958537244,0.204704091959441,0.418408461435531
"Q13546",4,5,NA,7,9,7,20.3468676381311,20.3631969245032,0.229357598384993,0.0269818668841883,0.0785495275315752
"P04046",14,14,13,8,8,7,21.6127272052366,20.5980323070451,-0.743489384826857,6.00449031287189e-11,1.12381914437368e-09
"P51812",NA,NA,NA,6,6,8,20.5643308284559,20.5441842965349,0.12467594377146,0.215748178480479,0.435626130056971
"Q99816",NA,NA,5,NA,6,5,19.9246069533134,20.2182650099683,0.0633262338756601,0.528470422775366,0.905018459249961
"Q12449",7,9,8,7,6,7,22.1198447513496,20.8834745057145,-1.10040150449607,1.64254018358161e-10,2.85175233188939e-09
"P38523",5,5,7,4,5,7,21.9531212853719,21.078101869381,-0.733956786269346,1.11515023573978e-07,1.19386672296847e-06
"Q6P1J9",9,7,NA,NA,11,NA,19.7726647008699,19.8812686094243,0.23165135559699,0.142212253423722,0.311321556852096
"P42677",NA,NA,NA,NA,NA,2,24.0087257952931,24.1540478782173,1.00058757599426e-19,0.999999999652952,1
"Q9NY27",4,4,7,NA,4,3,20.1688035383088,20.0028906736685,4.81297631189775e-20,0.99999999957573,1
"Q9NS86",NA,NA,NA,3,4,8,20.3398837505825,20.3815261999795,0.0813289683995741,0.287053560348307,0.548143520809827
"P23180",9,11,12,7,4,6,21.0878478187697,20.1479714311532,-0.780471705753534,2.18933200345314e-15,6.79723194954453e-14
"Q86UA1",NA,NA,NA,1,NA,NA,19.1879121616706,19.2692699291452,5.46198866139473e-20,0.999999999847094,1
"Q5U5X0",2,NA,3,2,NA,2,21.8800461143559,21.9307578299614,0.044183250844318,0.622613433899088,1
"P49755",4,2,2,3,4,NA,20.1136614403024,20.0441263398846,1.24764926266553e-17,0.99999999413716,1
NA,NA,NA,NA,NA,NA,NA,18.8508930110138,18.9026729727368,0.064695677608739,0.586066522661544,0.987946057683688
"P00492",9,9,9,12,8,13,22.7337877090042,22.5584805865881,7.51238490473192e-17,0.999999981325539,1
"Q53EL6",NA,4,NA,2,4,7,20.1876786496172,20.2357486974653,1.67928605374556e-19,0.999999999474022,1
"P47068",18,14,18,NA,NA,10,20.6045059975918,19.7356739300416,-0.718042979122068,1.47177132170299e-05,0.000104831430984459
"P40991",6,6,5,NA,NA,5,21.0945151635453,20.2070134203251,-0.46324545979529,0.00217278580642128,0.00884873725794099
"Q9NYK5",5,3,7,5,5,6,20.7856526640494,20.7312340112323,8.80131991745813e-15,0.999999796544552,1
"Q9BQ39",9,11,8,8,10,10,20.1562619684302,20.2300119838814,0.230768979434887,0.000453177529594528,0.00226074763818518
"Q13541",NA,2,NA,2,NA,NA,21.9342630698235,21.8882779774669,1.76429516378583e-19,0.999999999456848,1
"Q05911",12,15,14,11,10,12,23.0856238157098,21.9848868881544,-0.932361993233227,5.67484570315297e-09,7.56359485384883e-08
"P08237",6,5,7,NA,4,7,19.993777169534,20.0342743498038,0.0996583219996612,0.327927078985709,0.610511154457344
"P13517",5,5,NA,4,NA,NA,22.0097509415601,20.6028427094748,-1.07980228560918,1.42754044210419e-07,1.50993155379277e-06
"P15625",15,6,9,7,5,8,21.8255007724375,20.6223176289902,-1.01034775839676,3.71179513487264e-12,8.26618342694421e-11
"P08575",18,12,19,12,21,14,20.4654111991909,20.3644991431546,0.0334968176069868,0.410227721318961,0.733214328859288
"Q9Y4A5",NA,10,13,12,10,13,19.1792962053224,18.8044110684955,2.79258279095826e-20,0.999999999846766,1
"Q69YH5",NA,NA,1,5,7,4,18.9607571597768,19.116245394226,5.50485654930461e-20,0.999999999464921,1
"P0A862",6,4,6,8,8,8,19.9670859477481,21.8920425004025,2.06899989297974,8.35532047340386e-22,5.24992636412209e-20
"P39938,P39939",1,1,1,1,NA,2,26.2177261156375,25.3506855035343,-0.532716419927136,0.0572930779350757,0.145872100984722
"P32419",6,6,8,3,3,3,20.3460456953518,19.5392522322886,-0.671680871679451,1.57485308207204e-07,1.65602838781031e-06
"O95104",6,5,8,6,8,11,20.7080934616762,20.7741977548188,0.0444312405579325,0.484308978791708,0.843068202527254
"Q08257",7,7,7,6,9,7,22.1339490420291,22.1418183529136,0.0848376880039616,0.21846245195083,0.440093443281099
"Q9NVI1",11,14,12,13,15,16,20.0129367317685,19.8870887410667,0.0579087126720529,0.288511483173036,0.550330180046001
"Q9NXH9",10,13,8,10,10,12,20.279694133081,20.2023353397787,4.45701366954531e-20,0.99999999942249,1
"P06168",18,16,17,14,14,15,22.9602530486093,21.828116377511,-0.961297470117022,4.54914607655151e-15,1.36422687454766e-13
"Q02543",7,3,6,6,7,5,24.7713793968607,24.6709309832973,5.0708576687209e-20,0.999999999577001,1
"Q14919",3,NA,NA,2,NA,2,20.6112835654833,20.5162691781623,-1.05226970231193e-18,0.999999999340825,1
"O75439",9,10,10,8,10,8,21.3477624470456,21.3594819802634,1.71728080603745e-12,0.999997358720825,1
"P51617",NA,NA,5,NA,NA,4,18.84208701081,19.9598195078795,0.977917450110049,0.0126830731687914,0.0412199877985722
"Q70CQ2",NA,NA,NA,7,NA,NA,19.5857950660904,19.0598178142834,-1.72552714891919e-19,0.999999999424711,1
"P36683",9,8,8,19,14,16,19.9388060980891,21.6944354544957,1.84877294948954,8.45109686988757e-36,1.93934301214202e-33
"Q9Y547",NA,3,NA,2,3,4,20.0964399446863,20.0853814988509,1.43250410521783e-19,0.999999999360399,1
"O15226",13,14,10,14,12,15,20.8606052936177,20.6780616261901,-1.24570615071905e-11,0.999994394031104,1
"O43390",16,15,19,17,17,19,23.0295815160204,23.0145960621312,0.0587507685996806,0.272080142977312,0.523430758817314
"O43913",NA,NA,NA,NA,3,NA,19.9371494125675,19.8010311574214,9.53270111607769e-20,0.99999999957089,1
"O43837",7,8,10,8,9,6,20.9168191967938,20.9920641610359,0.0775560108128602,0.380498340458382,0.691791333427262
NA,NA,NA,NA,NA,NA,NA,22.8375599535005,21.846618481704,-0.816653377091675,0.00236787824248229,0.00956359854897269
"Q5TDH0",4,5,9,4,6,8,21.5789986511204,21.4666972298004,1.66799138713042e-11,0.999990524142576,1
"P0AET2",NA,NA,NA,3,1,2,19.4834530190856,20.9083196450006,1.46216183074325,2.01014035642014e-07,2.08848834669006e-06
"Q96PU8",10,11,9,12,9,10,21.8271626152573,21.7411561712061,0.0744518152326706,0.147300233459695,0.320466047897885
"P22943",6,5,4,3,4,4,26.8849206324162,25.7207704980975,-1.00271371680634,2.96601753048509e-07,2.99897328082381e-06
"Q9BRX2",NA,NA,6,5,3,6,20.2583188097202,20.3101165286361,6.8553399141623e-20,0.999999999654603,1
NA,NA,NA,NA,NA,NA,NA,20.1029412977542,20.2599564390051,0.31882549360023,0.0674005143338601,0.167643692108442
"P28340",16,17,14,19,16,12,20.4028995282094,20.4117493859227,4.7286843331762e-20,0.999999999395417,1
"P48582",4,5,NA,NA,NA,NA,19.9204125227829,19.1558393787952,-0.43031106061225,0.0550410701045624,0.140955425570697
"Q06287",4,NA,4,NA,NA,NA,19.9880989108744,18.9628358435703,-0.802439687820012,0.00101605666743342,0.00450686650468455
"Q07651",NA,1,1,1,NA,NA,21.3645580277731,20.5213657922687,-0.560090592662456,0.0180346615265619,0.0560252757723328
"P26196",14,14,16,14,16,15,21.1257177520497,21.1809518359488,0.193383188603306,0.000870920672345202,0.00396043193082892
"P0AFF6",NA,NA,NA,10,NA,NA,18.9659242045039,19.667586036692,1.06921803504029,0.00281518369101932,0.0111216613182634
"Q96DF8",6,4,6,6,9,4,19.3178243366383,19.3099943814638,3.68603878214269e-11,0.999990375383297,1
"P36775",11,9,7,6,8,7,20.4161999431853,19.2081094977773,-1.11791930038493,9.99473643699787e-11,1.78821081066016e-09
"Q15121",3,4,4,4,3,3,20.7162096174756,20.9288949052055,1.27878573539099e-19,0.999999999434257,1
"Q9BV86",6,4,5,4,6,6,20.9585612355785,21.0293103685679,0.134915767139358,0.129502646389445,0.288534982468006
NA,NA,NA,NA,NA,NA,NA,18.4097376735656,19.4634793719909,0.918783766327155,0.0820000530878114,0.197213484546828
"P18754",21,17,20,22,19,22,21.6306127060647,21.7500849989692,0.365483387757804,0.000805089435863919,0.00368220280978316
"Q15008",17,12,14,14,14,14,22.8224860736283,22.6967171745207,4.30440706412741e-20,0.999999999605601,1
"Q05788",NA,3,3,NA,2,NA,20.1367168288334,19.3790679321925,-0.588751969969213,0.0143066703641909,0.0456533290097943
"P0ACA3",NA,NA,1,3,4,4,19.4940138412068,20.7248980165204,1.60817018263464,6.89203876987711e-10,1.07304367632482e-08
"Q14192",3,NA,NA,5,NA,4,19.6166576643012,19.6703780121969,8.19877489307521e-21,0.999999999932911,1
"O15371",16,14,13,16,14,14,21.4886852025294,21.375242600848,2.98396274793118e-20,0.999999999611896,1
"O95810",9,6,8,5,5,6,21.1990234283489,21.1658506691836,4.14826640580741e-20,0.999999999655769,1
"Q13561",9,10,9,12,9,12,22.3120639574823,22.383817050366,0.203954529861199,0.0519521614918802,0.134150444400266
"P32795",4,4,8,NA,NA,NA,19.6339631901414,18.4943145445078,-0.904542233534104,0.000503683227873697,0.00244566704389823
"P38968",18,17,23,11,14,13,21.0438532104553,19.9788510702808,-0.927918484769029,3.76413268725143e-22,2.48338654041413e-20
"P32322",8,11,11,11,9,9,21.7978516206598,21.7516522367778,0.0908239767953579,0.221216191182554,0.444453390582992
"O95749",NA,2,NA,NA,NA,NA,19.9868688331979,19.946291712513,0.0841951269542181,0.555024625625478,0.943452487617158
"P08708",9,7,8,7,8,9,22.9099769465606,22.9586769930763,2.71170631153027e-06,0.996539637697736,1
"Q16698",8,8,11,8,6,9,21.4980768620426,21.5460511521144,1.14610393068491e-19,0.999999999297559,1
"P32905",2,3,3,2,1,2,21.1812599244005,20.1230854305131,-1.27254841501811,3.17091209039227e-06,2.61910391441165e-05
"P51149",7,7,7,7,6,7,21.842450901379,22.0122875385056,0.169916083592901,0.219206090536082,0.441086445234251
"Q01852",6,8,6,NA,2,2,20.5358592277482,19.4633106317417,-1.01667406759329,7.38256298712293e-07,7.00812364137317e-06
"P38249",23,22,24,17,14,14,20.9791372290168,20.0091048887566,-0.853780999666723,4.58304769503451e-17,1.80517356226807e-15
"P53634",8,8,6,6,6,8,20.7483116632501,20.6008975971309,6.55642306777292e-20,0.999999999492757,1
NA,NA,NA,NA,NA,NA,NA,19.1004350496048,19.0385378628208,9.92907242507258e-20,0.999999999591901,1
"Q6PJ69",1,NA,NA,5,5,4,19.5700009863405,19.4645000772579,-1.95204320547395e-20,0.999999999812727,1
"P08621",8,10,8,9,10,10,22.9404021014004,22.9180002535978,0.103831842210899,0.160541513199942,0.344166574601664
"P15288",NA,NA,NA,8,8,6,19.052483268277,20.7769403225779,1.872139342976,5.52373855758031e-11,1.03751929206081e-09
"Q99523",4,5,4,NA,4,5,19.6104691199805,19.5371011746663,2.33885622791043e-19,0.999999999251588,1
"Q32P44",2,NA,NA,4,NA,NA,18.8408579108692,18.4538272523715,-1.14585397857898e-19,0.999999999461912,1
"Q96EP5",10,11,11,10,12,11,22.1416134228238,22.0464468925677,0.0782464908774368,0.257506952455072,0.50119331841747
"Q5JRX3",10,10,10,14,11,8,19.9875199006069,19.9238538678168,1.8662562299174e-20,0.999999999932145,1
"O75616",5,7,5,7,6,7,20.3528633237452,20.2997221547494,0.0678046504781194,0.271441793581169,0.522490804712403
"Q9NVU7",NA,NA,NA,NA,NA,6,18.01858094185,19.3556952912437,1.24811480542284,0.00101466195910964,0.00450686650468455
"Q96GM5",4,4,5,4,5,6,20.0726645125459,19.990138956835,4.40465421006665e-20,0.999999999663244,1
"Q9UBE0",14,14,15,14,11,14,22.4771506871754,22.4048736254435,0.067278827522813,0.199194389714775,0.409084820589332
"Q9UI26",11,10,16,12,10,17,21.1654251985082,21.0550801961061,2.65923203733172e-20,0.999999999796283,1
"P46956",2,NA,3,2,NA,NA,21.1212106199137,20.248620041868,-0.705568463632147,0.121826158220226,0.274316750463461
NA,NA,NA,NA,NA,NA,NA,19.987219105225,19.7103054358022,3.82627980893675e-20,0.999999999871097,1
"P50750",NA,NA,3,NA,NA,3,20.0167048702749,20.0967305392407,1.00836026169151e-19,0.999999999450007,1
"O43615",16,14,14,15,17,15,21.6894925491066,21.6786525295907,0.166992417846253,0.000267451746349733,0.00144986298302563
"Q9BR61",4,NA,NA,NA,NA,4,20.2681830889566,20.0953048374188,-6.76222962087367e-22,0.999999999994707,1
"Q9ULX6",9,5,7,6,7,6,20.6074781683627,20.5790683528915,0.0737760697396208,0.402042805401944,0.722992138641043
"P07257",12,8,8,9,7,11,21.9889848494615,21.1048146439088,-0.700135948803676,1.28493831547243e-09,1.89969311738473e-08
"P38688",6,4,5,3,NA,4,20.4796206511658,19.6647847842167,-0.651254434487285,2.31041703230233e-05,0.000159195575672216
"P43123",4,NA,5,2,NA,NA,19.7939581863519,18.8716352484259,-0.410744155028989,0.303319394258142,0.574217992429869
"P43609",7,5,7,NA,NA,NA,19.9593448737094,19.0092324093743,-2.79344626654536e-07,0.999003781574196,1
NA,NA,NA,NA,NA,NA,NA,20.2270755155441,18.5943969335388,-5.03781652181458e-19,0.999999999525646,1
"P61758",NA,5,7,7,6,7,20.5340635612124,21.158219449586,0.750073001875679,8.9692275318484e-05,0.000539789999009075
"Q96FX2",NA,NA,NA,1,NA,NA,20.428623275874,20.6730023462814,3.9569548076032e-19,0.999999999310725,1
"P07858",6,NA,NA,6,5,4,20.6824946845001,20.4572813573155,-8.65293397422889e-21,0.999999999902479,1
"P39968",NA,NA,NA,NA,NA,2,21.1575928665382,20.3548565866319,-0.552822397995163,0.0142011828479836,0.045344127690053
"P31755",1,NA,NA,NA,NA,NA,19.1624348602211,18.9549430734096,-2.56045915333939e-20,0.999999999932498,1
NA,NA,NA,NA,NA,NA,NA,19.9675647587958,18.7746117347448,-0.991977432626644,4.87923204080778e-06,3.86675476146899e-05
"P32843",2,4,4,NA,NA,NA,19.5959769572428,18.7294200418916,-0.559651584820085,0.00077125861245693,0.00354590849873491
"O14976",NA,NA,NA,NA,2,10,19.1704477792628,19.5813816405422,0.425993495486251,0.203287511949553,0.416033923253099
"P39727",3,6,4,NA,4,3,20.8044351738149,19.7135307019938,-0.868905594732325,0.000426720304997833,0.00215112680972164
"O00425",12,12,16,17,16,16,21.8471852154809,21.7549298563916,0.0830711940950846,0.239108862956864,0.473019707153796
"Q9Y6M1",9,4,7,7,11,6,20.7318195280968,20.7383773828039,0.140062756663089,0.068433149152224,0.169919495210732
"Q7Z4S6",NA,NA,NA,NA,NA,2,19.1648122341216,19.6327678149546,0.439626567305793,0.0317631469465676,0.0896502083336812
"P06101",8,9,8,8,4,5,20.9787181701728,19.9884963560351,-0.787830397719869,6.80059681389216e-08,7.55653683867849e-07
"P55145",NA,2,2,4,3,4,20.0667159207758,20.2475049577741,0.325647119563772,0.00498792637585214,0.0184228659284448
"Q9NYL9",8,6,7,6,10,9,20.8772593094741,20.7090753537103,0.0346682415811494,0.576624779092076,0.975456917964096
"P15531",6,6,6,6,6,6,24.2075005938821,23.9954799132726,-6.4381062063977e-22,0.999999999995435,1
"P14306",4,4,4,NA,NA,NA,21.6322609572337,20.6183059499158,-0.907509986180699,1.05754693004271e-10,1.8793712783722e-09
"Q53S08,Q9H0N0",NA,NA,1,2,NA,NA,19.5047928223551,19.3234947408993,-4.11692617598595e-20,0.999999999858148,1
