"","protein_group","number_of_peptides_Cu.complex_1","number_of_peptides_Cu.complex_2","number_of_peptides_Cu.complex_3","number_of_peptides_Cu.complex_4","number_of_peptides_Cu.complex_5","number_of_peptides_Cu.complex_6","number_of_peptides_DMSO_1","number_of_peptides_DMSO_2","number_of_peptides_DMSO_3","number_of_peptides_DMSO_4","number_of_peptides_DMSO_5","number_of_peptides_DMSO_6","number_of_peptides_Mn.complex_1","number_of_peptides_Mn.complex_2","number_of_peptides_Mn.complex_3","number_of_peptides_Mn.complex_4","number_of_peptides_Mn.complex_5","number_of_peptides_Mn.complex_6","abundance_Cu.complex_1","abundance_DMSO_1","abundance_Mn.complex_1","abundance_Cu.complex_2","abundance_DMSO_2","abundance_Mn.complex_2","abundance_Cu.complex_3","abundance_DMSO_3","abundance_Mn.complex_3","abundance_Cu.complex_4","abundance_DMSO_4","abundance_Mn.complex_4","abundance_Cu.complex_5","abundance_DMSO_5","abundance_Mn.complex_5","abundance_Cu.complex_6","abundance_DMSO_6","abundance_Mn.complex_6","log_ratios_DMSO..vs.Cu.complex.","log_ratios_Mn.complex..vs.Cu.complex.","log_ratios_Mn.complex..vs.DMSO.","differential_abundance_qvalue_DMSO..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.Cu.complex.","differential_abundance_qvalue_Mn.complex..vs.DMSO."
"53","sp|P12956|XRCC6_HUMAN",18,10,18,10,9,15,29,27,20,23,22,23,18,20,18,22,21,22,23.7306212585932,24.8161506664904,23.9173427578265,22.2624305343738,24.5105893748625,24.1941204933342,23.4170846604885,24.2674865233941,23.8388450823254,22.3202509086612,24.4547199888731,24.6499514589592,22.0602371146618,24.4077049908496,24.1192927752022,23.0358022237461,24.7287510279246,23.9079657514512,1.72649597864495,1.30018193642902,-0.426314042215933,4.77439858707993e-06,0.000560734291129276,0.00900757740485101
"54","sp|P08195|4F2_HUMAN",21,22,19,21,21,21,10,10,13,14,15,14,17,18,17,18,18,20,25.0641518276135,22.7904783610177,24.4079904392126,25.5061816528518,22.4765791058159,24.2718992479829,24.6879859060874,23.3599426789397,24.2080126776244,25.4237164582802,22.999006888411,25.0835038364743,25.2190872592567,23.7347965358631,24.5814346102253,24.8884741355359,23.8699548664029,24.5284936962731,-1.92647313386253,-0.618043788638817,1.30842934522372,8.51057905003396e-07,0.00473745089620244,1.85239219884336e-05
"55","sp|Q15084|PDIA6_HUMAN",20,25,21,21,23,19,20,21,13,18,18,18,22,19,20,17,20,19,26.2009930161871,25.5495037336115,26.2639604357938,26.9729765442325,25.222488777541,25.9406690898836,25.9018104207049,24.9384379919792,25.748547279091,26.7439615408243,25.1788559916442,26.6961204632184,26.730584671666,24.9936281811326,26.0193153389633,26.1190034701443,25.4302532015263,26.1007988260001,-1.22602696438738,-0.316653038468151,0.909373925919234,3.96286097217098e-05,0.276045593294097,2.55487131243219e-05
"56","sp|Q14697|GANAB_HUMAN",26,26,23,28,26,25,18,16,13,21,18,16,22,21,22,22,24,23,24.5679956358678,23.9123072694983,24.4759753149146,25.0010932233692,23.4555393146897,24.0858189649029,24.1407305591163,23.3168071423036,23.9315160903376,24.9276576271244,23.6164648244117,24.8849982792375,24.7722439871323,23.3749019049781,24.1798453245554,24.3633855243817,23.5521714006018,24.212922756826,-1.09081911675142,-0.33367163770295,0.757147479048466,7.39748283204051e-06,0.109756289118913,0.00108804458835681
"57","sp|P40939|ECHA_HUMAN",NA,NA,NA,NA,NA,1,27,24,24,21,20,20,8,8,5,9,8,8,19.5527783708316,24.3800336074643,22.2519820495235,19.5933576010445,24.0420018074227,21.9797137116291,19.5775111088167,23.7817335991332,21.4922797336626,19.8638599637229,24.038373312673,23.044359930887,19.8034541894,23.9578105606506,22.0674548767144,19.7153072393322,24.1910233593078,21.754510976641,4.38078462891728,2.41400546765162,-1.96677916126567,7.28178003997812e-12,2.91496333298909e-07,9.95354975900276e-07
"58","sp|P38646|GRP75_HUMAN",20,22,20,24,23,19,24,23,21,25,24,24,21,18,16,20,19,20,24.7076934078757,25.329839578314,24.5254901029811,25.2778398916294,24.8958947414814,24.3125302763569,24.4397587391081,24.7450518036312,24.1869099174102,25.2540889132149,25.1335365638772,25.1218665706925,25.090231975787,24.8345490726168,24.4774885183998,24.7080704546796,25.062454313052,24.3372002101481,0.0872737817796499,-0.419366297717684,-0.506640079497333,0.0375810746181117,0.00473745089620244,0.0266139774279414
"59","sp|P04844|RPN2_HUMAN",19,20,15,16,16,18,12,12,13,12,15,15,17,15,16,17,13,16,24.7479840619427,22.7193534104426,24.1602102783733,25.2481938266263,22.4616857687787,24.0335581026814,24.2952204646585,22.6671265969304,23.9796396692681,24.766869058473,22.7236962493414,24.8095462814369,24.6484757520749,23.5844942879768,24.2169169265661,24.5256936830718,23.6184044351049,24.0080719120054,-1.74294601637873,-0.504082279419333,1.2388637369594,1.9201826930606e-06,0.000460747068790073,3.56663131032386e-05
"60","sp|P08727|K1C19_HUMAN",13,18,13,18,16,17,17,16,18,19,19,17,21,22,17,21,22,22,25.3398107308549,25.1384104002384,26.096109336767,25.6755865725964,24.7135096504892,25.7781641791207,24.8883442520326,24.9929393731246,25.8488775328692,25.8783202931913,25.2852235575142,26.8268414250697,25.5345037980098,25.0732747008703,26.147323724574,25.701311644773,25.1599481520472,25.9973168989642,-0.442428576195684,0.6127926343178,1.05522121051348,1.21165688155357e-05,0.0325771788536196,2.43311098587605e-07
"61","sp|P04114|APOB_HUMAN",3,14,2,9,8,7,8,7,5,6,9,7,NA,NA,NA,2,NA,1,21.932856411188,22.8669253446322,21.7609446608339,22.388378660339,22.592673280779,21.866275656358,21.8829990503314,22.6330091705574,21.7833895563353,22.4896430554699,22.7023069288182,22.6830823147623,22.4825674619111,22.7086673579991,21.964140768715,22.252336270858,23.0006716078855,21.7245741165337,0.512578796762334,-0.274395639426533,-0.786974436188867,0.000571505359831778,0.222416644151745,0.00316021584481409
"62","sp|Q6P2Q9|PRP8_HUMAN",8,3,7,3,4,4,18,15,12,15,13,14,8,8,7,9,8,5,21.5900781592042,22.7704537953477,21.6673727594374,19.8291823044539,22.3216948675619,21.3808432252026,21.4619703490995,22.0135160664774,21.5075537990277,19.9902736569547,22.2989899606661,22.5008117375318,19.9954166127062,22.1967238302948,21.9507158023296,20.7724033814952,22.5255779183393,21.5503920557641,1.74793866246225,1.15306081922992,-0.594877843232333,2.24802877311974e-05,0.00556158739481087,0.091511784931926
"63","sp|P22314|UBA1_HUMAN",11,1,10,5,4,11,20,21,21,20,14,16,14,14,12,15,11,14,22.2950078310015,23.5614840890277,22.4994196568189,19.8222006621833,23.2943202365187,22.5636894827942,22.1319555287453,23.4041466688648,22.0613936080139,20.4576119532676,23.4836594586646,23.2708316856251,19.8483706032052,22.7946418369542,22.1150130012561,21.4963947208713,23.2662975804081,22.2214545162589,2.29216809519398,1.44671010858215,-0.845457986611834,1.46496541300979e-05,0.00573747463390673,0.0110157063311587
"64","sp|Q15393|SF3B3_HUMAN",9,2,3,4,2,7,22,19,17,16,20,19,11,12,11,11,11,10,21.8841858005505,23.6635617957958,22.3606126979088,21.0191342625782,23.1307590717036,22.4046158939586,21.6170563333705,22.9014396051653,22.3467212091062,21.0160808846652,23.1589198122743,23.1714726264037,20.6502943761471,23.0993155418954,22.3551073446472,21.4569321415394,23.4413202686936,22.4383059450476,1.95860538277952,1.23885865303687,-0.719746729742651,2.78401498988155e-07,0.000334873168807285,0.00667544109541282
"65","sp|P50395|GDIB_HUMAN",6,1,3,4,4,5,21,20,20,20,20,16,14,11,16,12,12,12,21.4350501179216,24.2289313966434,23.1716143339185,21.0770060444373,23.9445164590965,22.8902292030075,20.9442773937533,24.0388999049772,22.9412712651248,21.5984060407425,23.9986393197347,23.8680849635104,21.25688776987,23.8303291235371,23.0737782509396,21.4838990336808,24.2160572360519,22.9456893160168,2.74364117327255,1.84919015535202,-0.894451017920533,7.99003604909196e-10,1.77385323776315e-06,0.000816033441267609
"66","CON__|TRFE_HUMAN|",19,21,19,20,23,15,20,17,18,19,21,16,5,4,5,4,7,7,23.5010263641971,24.4549980422581,21.7484047806418,24.6980154258291,23.9223429454487,21.3775918314808,23.5111856121391,24.0495436471577,21.223350685176,24.5363736300215,24.3480871812942,22.3837046879311,24.3821349244712,24.3214647680274,21.6105680094565,23.96664652682,24.3154083132732,21.5020482588316,0.136077068996884,-2.45828570499337,-2.59436277399025,0.353760565875428,8.0327745746178e-07,1.65026663783424e-07
"67","sp|P53621|COPA_HUMAN",14,NA,18,1,NA,6,19,17,16,18,15,16,17,14,16,16,15,15,22.5341810370528,23.6428074024121,22.4843252017695,20.0244264945618,23.1485732456148,22.3782552934159,22.624656367799,22.9727727321621,22.3318503158226,20.3121891467554,23.1972009421087,23.0404743490014,20.1965967238983,22.9035766537614,22.4675478404904,21.1672934850279,23.381078177658,22.4373469746127,2.06444431643698,1.38007612000288,-0.6843681964341,4.69897523844286e-05,0.00809974512186714,0.00848238302511735
"68","sp|P31939|PUR9_HUMAN",7,NA,6,5,3,7,26,20,22,24,20,19,14,16,18,18,14,13,22.0994625905387,24.4947957814396,22.995066075628,20.1275686978111,24.2541777440196,23.0106110793356,21.513046242624,24.3844403140196,23.063903242628,20.9562135984339,24.3776840964969,23.918176553249,20.8021277106533,23.9150921372929,23.0611984508953,21.735911505876,24.4098939280477,23.1031887029761,3.10029227589655,1.98630229312917,-1.11398998276738,7.88766210999173e-09,1.74325322486297e-05,0.000573469317477165
"69","CON__|CATA_HUMAN|; sp|P04040|CATA_HUMAN",11,17,13,17,18,16,11,11,11,12,10,13,17,17,12,14,13,12,23.46444479189,23.2712953144784,23.8337674019376,24.4770532827879,22.8366900097694,23.5684430227165,23.4014778524873,22.7706518968063,23.3540994988341,24.4969667516409,22.9721091358086,24.4026584591187,24.3978459027132,22.5200170949383,23.5914100334041,23.8845335959487,23.1864704975447,23.6613593947273,-1.09418137135372,-0.28509739445495,0.809083976898766,0.000290052305848622,0.37644655209554,0.000174215249591473
"70","CON__|ALBU_HUMAN|; sp|P02768|ALBU_HUMAN",10,18,9,15,15,13,18,18,19,16,14,15,9,8,6,9,8,10,25.2810772316764,25.1285470973275,25.1330823054493,26.4890570846804,24.771446247291,25.3114589719325,25.6343919798677,25.2510713318653,25.5608866004385,26.4295311243814,24.9968155830319,27.047779099795,26.1575928827196,24.5955121187008,25.6363730441671,25.3176245929558,24.6321052777023,25.6705623566192,-0.98896287339375,-0.158188752979949,0.8307741204138,0.000538583075419924,0.585275393812053,0.000947578867986183
"71","sp|P78371|TCPB_HUMAN",12,7,13,8,8,8,17,17,14,18,17,15,12,12,15,10,14,13,22.8579915275439,23.9802739208252,23.067977853056,21.6634018549257,23.7256095462047,23.0136089200084,22.9875492304047,23.4826395899489,22.9600786688242,21.8370359658699,23.7799984197973,23.8896187043677,22.0154679695639,23.5064433049138,23.0608466398777,21.7614222888321,23.8299285371475,23.1451180475135,1.5303374136162,1.00239666608455,-0.527940747531651,1.21348753835678e-05,0.00383068953622405,0.00254689937211235
"72","sp|P53396|ACLY_HUMAN",3,1,2,1,1,2,23,19,17,20,14,15,8,6,6,6,7,7,20.5660176818693,23.3804999065833,21.145430618572,20.0975261593918,22.9714015537009,21.1153212074912,19.7389013314158,22.896541485013,21.0290387974597,20.26560961009,23.0487264903982,22.0244276782284,20.3686525856374,22.6249863873175,21.398293431743,19.7665339553311,23.1777855514306,21.2577069352614,2.88278334178468,1.19449622417005,-1.68828711761463,1.10626341170322e-09,0.000246788538377334,4.96137980754517e-06
"73","sp|P51659|DHB4_HUMAN",15,17,12,15,16,15,14,14,10,12,11,11,13,12,11,12,11,14,23.1495923946465,23.0430009085506,23.2188740376431,23.6791107576612,22.619544652903,22.8167305646281,22.8549530125861,22.5624026849509,22.7171582480126,23.6956823040381,22.852993283875,23.8334951696066,23.5708359311242,22.8203252589643,22.9618481395612,23.0789649859657,22.9369005529643,22.8540317121773,-0.532328673968951,-0.271166919065484,0.261161754903467,0.00337806702121605,0.262000529303632,0.115445445142902
"74","sp|Q9P2E9|RRBP1_HUMAN",16,3,11,6,3,10,19,16,16,16,18,20,15,14,13,14,15,12,22.642456976073,23.737689975187,22.731216883473,20.5977472858851,23.3763207007244,22.9099452568566,22.0488578385072,23.124744190972,22.5934986087236,21.5659390275631,23.398410087541,23.3586092181774,20.981112480011,23.6418514335378,22.7900247795705,22.2091368084534,23.7973854614907,22.5898592410047,1.83852523882668,1.15465059521883,-0.683874643607849,7.44359082208212e-06,0.00384655818836147,0.00643658719893356
"75","sp|P02751|FINC_HUMAN",7,13,8,10,8,7,4,6,2,2,7,5,NA,1,NA,3,NA,NA,21.595689894197,21.0977251428772,18.5428221724654,22.1058519348458,20.2384384214721,18.622561858954,21.5627605285549,20.4432162385039,17.9297912288344,22.2313802865087,20.1849157448142,20.6527107466946,21.8369679944038,21.0810209425409,18.9372849019901,21.3976421259487,21.3061112108876,19.0795213986656,-1.06314417722717,-2.82760007614247,-1.7644558989153,0.00405541331849448,2.87203821618922e-07,0.000365541575189408
"76","sp|P05023|AT1A1_HUMAN",20,19,18,18,19,16,10,6,15,8,18,14,18,18,18,16,16,18,24.1587531269526,22.4390274505631,23.6577160876722,24.2808998741077,22.1271698769645,23.654679181445,23.9753214649893,22.8041675626092,23.5369162794128,24.3128249429637,22.4018393865527,24.3665866222002,23.9852818880802,23.4250295346141,23.8600039898231,23.8612546743776,23.4768568092854,23.7806292715458,-1.31670755848035,-0.286300756562001,1.03040680191835,1.55210093387237e-05,0.0175754191192092,0.00127344968605617
"77","sp|Q13268|DHRS2_HUMAN",15,15,14,16,16,17,18,19,17,19,17,18,14,17,14,17,14,15,25.7109973472578,26.9528055766351,26.21742113468,26.0018230676288,26.5194408148295,25.9736055863966,25.5599017079293,26.4570586841195,25.8904295216814,26.0116200369885,26.6905753311422,26.9785988368548,25.8296646755987,26.894097510977,26.1040602452177,25.6577220835691,27.0055018835435,26.0161116681478,0.9579584803791,0.401416345667684,-0.556542134711416,4.45193672959038e-09,0.129736654049751,1.62599056355244e-06
"78","sp|P68104|EF1A1_HUMAN; sp|Q5VTE0|EF1A3_HUMAN",16,7,15,8,8,10,20,22,19,20,16,20,17,16,16,14,14,15,25.7771300758116,26.5964436601851,25.614717930787,23.5054234293701,26.2728299416567,25.6721326585128,25.7963089986589,26.2508895240105,25.6177609151383,23.9527918935395,26.3739295631124,26.4251443047074,23.5929532314821,26.2248179409364,25.7767163473163,24.5969498560676,26.5774155736051,25.6244103933757,1.8457947864294,1.25155417748462,-0.594240608944784,5.42161311841763e-05,0.00162425296961613,0.0896910329698527
"79","sp|Q7KZF4|SND1_HUMAN",12,NA,15,NA,NA,4,16,22,9,11,15,16,9,9,9,7,9,7,22.4903100839317,23.0997449268643,21.9294025408904,19.5470764352644,22.9143287392787,21.9271616254385,22.6315898452264,22.19852657444,21.4505802476943,19.9738992895741,22.7127092913526,22.5499533667545,20.1693568117644,23.0432481139346,22.0425816809315,21.0415998343521,23.1844138118627,21.8233817214443,1.8831898596033,0.978204813840068,-0.904985045763233,0.00035289897800149,0.0798553733171547,0.0136534740282936
"80","sp|P50454|SERPH_HUMAN",18,21,14,20,18,17,17,15,14,16,13,14,16,16,14,17,17,16,24.5431818366564,23.598564833153,24.1751910422026,25.2757592143698,23.155316538492,23.9236636154863,23.9959066006753,23.2131162372237,23.7770599249661,25.0639539172986,23.2153241406999,24.7565995859503,24.9588933025081,23.2344927963956,24.0782014731567,24.2812576808863,23.3573149343222,24.027081551653,-1.39080384535135,-0.56352589316325,0.827277952188101,1.09627898484953e-05,0.0106333099669991,6.83048565893686e-05
"81","sp|P16435|NCPR_HUMAN",17,11,17,9,10,7,14,12,11,11,17,14,12,11,7,13,13,11,23.7740082250546,22.9129860657352,22.7780387177371,22.162739972597,22.4695029591876,22.9345793956991,23.6196672213787,22.588253587664,22.4766166798617,22.1735650618011,22.5833301501743,23.7010610502495,21.8479662933183,23.3790070598804,23.0431708355061,22.4801479767713,23.5647612095748,22.7706959492604,0.239957713549218,0.27434464623215,0.0343869326829325,0.197879236455349,0.426040363196169,0.323680887535813
"82","sp|P0C0L4|CO4A_HUMAN",9,17,6,15,14,10,6,3,3,6,5,3,1,1,1,1,NA,1,21.6365283761877,21.0557820452216,20.3358892873915,22.4904862494372,20.443122752785,20.3755953657628,21.0162131979623,20.0068561097693,20.1654219725049,22.1874597592305,20.1798137444271,21.2877897250911,22.1583887245955,20.9723438967633,20.6372001826406,21.5306712521069,20.521659496543,20.5789472054134,-1.3066949190018,-1.27315063678597,0.0335442822158332,0.000135613534378102,0.000958243756348031,0.402067286547329
"83","sp|P04843|RPN1_HUMAN",19,20,19,18,20,19,16,13,13,12,16,17,17,18,17,17,16,19,24.9468734429955,23.2010154584989,24.5618533451844,25.5873714558671,22.7886831898584,24.5713004946776,24.7607879538495,23.0901534576123,24.3942464003753,25.310101555404,23.050576066765,25.3231174492739,25.1021051438195,23.9481950325568,24.6501081853749,24.9410661488555,23.9826934425887,24.6122124893627,-1.76449817548517,-0.422577889423716,1.34192028606145,1.42630830275178e-06,0.00018360875576097,1.85239219884336e-05
"84","sp|P69849|NOMO3_HUMAN; sp|Q5JPE7|NOMO2_HUMAN",10,17,11,18,14,14,4,4,3,3,7,4,8,5,8,10,7,9,22.6363638609101,21.94054794364,22.0561476651095,23.2560246466339,21.7184443479118,22.5204911178785,22.3647163161587,21.7253153899554,22.3297600757509,22.8301778405173,22.1369359006217,23.284501771903,22.5169021556158,22.041642609879,21.9062798591515,22.5716415578701,22.307880487336,22.5299760590958,-0.717509949727001,-0.258111638136117,0.459398311590884,0.00100215956679302,0.31933492039875,0.0432505490621283
"85","sp|Q92616|GCN1_HUMAN",6,NA,11,NA,NA,NA,17,16,12,15,11,13,2,1,2,3,4,5,21.1058089437235,22.4527256193815,20.4981343651246,19.7335837953256,22.1422413935455,20.558692560749,21.6609075027139,22.0059357921707,20.4137605272231,19.771745850324,22.2026272497968,21.4885317996624,19.7660916036833,21.8197741832772,20.0343778482457,19.2586993022094,22.122578101964,20.8380274459881,1.90817422369267,0.422447924835534,-1.48572629885713,3.29652295923791e-05,0.347918611829351,0.00143904784405258
"86","sp|Q09666|AHNK_HUMAN",1,NA,2,2,1,2,9,9,7,3,7,7,7,3,8,7,7,6,20.4309610071578,22.4198357383886,22.0156433820803,19.5997337796183,22.325168458707,21.5093949523536,20.4754285499592,22.2363149790192,21.5856488921552,20.2174649190875,21.7544598007253,22.665970381774,19.25086828944,21.7001927828404,22.0771765778667,20.6760238757766,22.4186167441401,21.9280140823546,2.03401801379687,1.85522797459083,-0.178790039206033,9.16139363249504e-07,2.03562798328436e-05,0.227768139091468
"87","sp|P04406|G3P_HUMAN",7,8,9,9,8,10,19,16,18,17,16,18,12,13,13,13,12,13,25.0347245880826,26.999197391728,25.7139674882932,24.4115756378978,26.6078620460775,25.6657536847298,24.8083132841077,26.7253771802256,25.5463544915148,24.7313086715623,26.8221560224819,26.5603391321806,24.3931886694507,26.4066931517881,25.6762321520374,24.8313259952639,26.7766503927276,25.6721805797812,2.02124988977728,1.10406511369533,-0.917184776081949,4.45193672959038e-09,8.45178134390602e-07,1.62599056355244e-06
"88","sp|Q07065|CKAP4_HUMAN",17,16,13,16,15,16,9,11,12,11,15,14,13,18,16,17,18,18,24.9773969761492,23.0084014358656,24.4669942583825,25.3880000684956,22.6763430028846,24.6173568176385,24.6291315727838,23.0231475674025,24.4368305958754,25.2062135562873,22.850636487851,25.1706104760715,25.0299091243692,23.4899923440114,24.7260984950544,24.94347983553,23.7410258204241,24.5475309532506,-1.89743074586265,-0.3681182562237,1.52931248963895,1.66224213983237e-07,0.0622656024545913,1.06317358020605e-05
