"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"P42229",24,26,24,23,22,23,0.145365046292816,0.298228614469948,27.5756397586589,27.1372964992744,27.3720994173464,27.9015298258841,27.5422413036406,27.5378358656591
"P42285",23,22,31,23,25,29,0.654760593212379,0.764669539032538,29.6871231765415,29.2793637380114,29.6666011963925,29.4907684487594,29.6701479211743,29.6965260089228
"P42330,P17516",1,1,1,0,1,0,0.801658720765501,0.870603783828541,23.6169334345647,22.7316579616109,22.7771923285285,NA,22.9178069487893,NA
"P42345",8,10,10,11,11,9,0.252095439535066,0.417349742737338,25.7970669346661,26.0503558194616,26.3354719507442,26.5301464209952,26.7307491686586,25.9232020468932
"P42356",2,1,1,1,1,2,0.678683336786279,0.782476497171307,24.2912717426166,22.0934351094717,22.0415995389483,22.9991355669594,23.4530873800684,22.8256385907482
"P42566",13,13,9,12,12,14,0.177662596372225,0.337684480049561,27.2618739498628,27.2905676731746,26.8293168520295,27.6188888436652,27.1894876723419,27.4561136004538
"P42574",5,3,4,4,4,4,0.147395285129594,0.301170544170541,26.156484520052,25.7631390302401,25.7658768806787,25.7646536596169,25.2891661799151,25.6676538173774
"P42677",1,1,2,2,1,1,0.352335031750692,0.515838911702245,28.5622992592605,28.6903910035751,28.4998453715516,28.5209239099543,28.8874186239535,28.7772470085094
"P42695",3,1,2,1,3,3,0.576117562293231,0.702084078331098,22.1782666714066,22.3534904704767,24.7405625516882,22.1379584479951,23.7326650070155,25.2294335142065
"P42704",54,52,54,54,54,50,0.202300632824799,0.365850517865399,31.7051719124829,31.4595628579478,31.5719912089533,31.7813921337598,31.7954438598415,31.6770445535938
"P42765",4,3,2,3,3,3,0.899970276593524,0.93265282459456,25.7708274080118,24.8490973960544,23.9507468201939,23.7910566587139,25.1780598814279,25.3590244101768
"P42766",3,3,3,3,3,3,0.757688834262327,0.838895046844487,28.994655470881,29.109026714564,28.9523613119896,28.8811690783782,29.1958068067037,29.1075883017553
"P42826",2,2,2,1,1,1,0.189036250876027,0.350796955360439,25.6670536068736,25.8366089664359,25.7055950203565,25.3341085193228,21.9239370703019,25.5223073108314
"P42839",2,2,3,2,2,2,0.00118471798739122,0.00937932688763799,23.0913832293265,23.3126354614895,23.7624480266592,22.1901568967289,21.5759981569311,21.4202319069644
"P42846",5,5,4,3,2,4,0.628581562423978,0.745070274690663,25.5528185052036,25.5567421171971,25.2870947455137,26.7388184917286,23.6111609258404,24.8595109193276
"P42898",1,2,1,1,2,1,0.658953728820978,0.768018872955184,22.3464345377457,23.2343333305715,23.7471674885995,21.9860533088244,24.1760337821064,24.1543470403332
"P42938",5,5,4,2,2,0,0.00121327123575649,0.00948642881084524,26.3986516929911,27.4715201257077,26.2047808957555,23.7355752870564,23.6740214663417,NA
"P42940",2,1,4,1,2,2,0.144248011935675,0.296780736573154,24.5958872270954,23.2807694760454,25.1668996941682,21.8571681627419,22.163035299885,24.5938578519979
"P42941",2,1,2,1,2,0,0.162087382601256,0.320897645412181,24.3491825998659,23.9956122593134,24.8262629166531,23.2621800838777,24.2052035567269,NA
"P42943",3,3,5,3,4,2,0.236469508082165,0.399805874515206,25.5456162382812,25.5166536333306,26.7730960646366,25.0332681791367,25.9811212470775,25.0403108549962
"P43034",10,11,10,10,12,12,0.561720482224872,0.690910643196439,27.6329914660482,28.0419864449365,27.9127120155874,27.6631134646894,28.1285140351674,28.1572095673798
"P43121",0,1,2,1,1,1,0.0833144939159517,0.212321649227786,NA,NA,21.2226472872144,NA,NA,22.4241120329464
"P43123",3,3,2,1,0,0,NA,NA,25.211968431999,22.6060064835099,NA,NA,NA,NA
"P43243",31,29,29,31,30,29,0.347428165780384,0.511770097800151,31.5378998137592,31.5297427938,31.4711102804564,31.4782306045051,31.714388142527,31.7157325356576
"P43246",18,19,17,19,20,22,0.0349490524863193,0.117216244427888,28.7054255349276,28.8861886020812,28.7491354606923,29.045681443019,29.100063618417,29.1055965834865
"P43304",3,4,5,4,3,5,0.143323173511376,0.295841989949309,24.1176344328129,24.7109492807509,25.1748057836374,25.7904433362519,24.5950757081212,25.8809748652924
"P43363,P43358,P43362",0,0,0,1,1,1,NA,NA,NA,NA,NA,24.2656978071942,24.1554319301587,24.2234646135118
"P43366,O15481,Q96LZ2",8,8,7,7,6,7,0.99727904935097,0.997829370657423,26.7975564355423,26.9614920835299,26.9357755558094,27.064284569709,26.611544109564,27.020728291713
"P43487,Q9C010",7,7,6,7,7,7,0.100285488019761,0.23848493408089,32.1790415000636,32.3653820127044,31.9851796915857,32.6202248152343,32.4267627207764,32.364621649776
"P43490",14,13,17,12,14,16,0.345786857468633,0.509947275058121,29.570218886054,29.4814981996167,29.81982956984,29.6066017262839,29.7697555697327,29.9897597827799
"P43535",6,5,5,3,3,3,0.0660845379209583,0.18121226983646,29.4117667872379,25.4831328949378,25.5983515381319,24.1203475983707,24.4997269943066,24.4152277903584
"P43555",5,6,5,5,3,4,0.0212934195016504,0.0817894006865675,26.6282600631016,26.568732737265,26.6746545389044,26.2635318032568,24.8199115986278,25.2448108083877
"P43561",3,1,0,1,0,1,0.0223104426188443,0.0846656992244797,24.0658379978702,24.7737111524017,NA,23.3436401532984,NA,23.0785432617685
"P43569",2,2,2,0,1,1,0.000720820569865505,0.00686318114237989,22.8165937043994,23.0733476041105,23.1184298970447,NA,21.550143999455,21.0529033140652
"P43582",3,3,3,2,3,2,0.00562079096808835,0.0292988804745245,26.1911732082441,26.0761562776864,26.3902379205184,24.7584546629594,25.6295057081791,24.9023401353452
"P43585",8,9,10,8,8,6,0.00590314399554022,0.0305499798375755,26.9097252462168,27.2338746266367,27.2277169551593,25.9453763414211,26.4892306787929,26.4167102859958
"P43586",1,1,1,1,1,1,0.00129727575556244,0.00992809066870587,24.0595935344739,23.8379417871701,24.0486140242901,23.2741289100663,23.2817319592185,23.325818753305
"P43588",3,3,4,3,3,2,0.00119479312007279,0.00941482067002752,26.3398588286383,26.3366707840981,26.1604255067452,25.3215489139883,25.388129638712,24.8388967983811
"P43590",3,3,3,3,3,2,0.0786520426139522,0.20446292704224,25.4781751426501,25.5062127052654,25.670840557565,24.4692599561528,25.5862874163226,24.2166721861673
"P43593",5,8,9,4,4,6,0.00401248532580796,0.022544008209851,26.8008155371713,27.3903872440139,27.5952395532626,25.4752329523325,25.6592382784138,26.3167241899804
"P43597",2,3,3,1,0,0,0.00357712545891673,0.0206751033228102,23.5651050256395,24.3319784169601,24.4038390367847,21.2092675843476,NA,NA
"P43598",4,4,3,1,3,0,0.0192581880067383,0.0761308361758999,25.4435644582578,24.9117883241562,24.9049675805941,22.318383749754,24.0003074284016,NA
"P43603",7,7,8,7,6,6,0.000137844253978458,0.00344678874675838,26.925362674847,27.0144848579097,27.0509139862134,25.6279082793791,25.8959854000501,25.9190878846173
"P43609",6,5,6,4,3,2,0.0020556919124562,0.0136622366444951,25.4317704844873,25.9209554581766,25.9629173940337,23.2809482839112,24.1755831511357,22.4115907421105
"P43613",2,2,2,0,1,2,0.456920885431337,0.603216777917847,24.2061628103178,24.3294932555008,24.8107284789692,NA,24.4834350003372,23.9706279226017
"P43616",12,12,11,10,9,10,0.000629480365257391,0.00630444770363781,29.1534761242696,29.3689203793764,29.3415692108446,28.2260521134972,28.5292935877958,28.3136988292709
"P43686",16,15,18,17,18,17,0.0457874966130512,0.141035469496837,29.5111337042695,29.6621008176929,29.6407150603124,29.8508494159962,29.871613131185,29.9142606586923
"P43897",6,6,5,6,6,5,0.0562143160294568,0.163089322380693,26.7550643534282,26.8374629464459,26.694367063102,27.2331621840933,27.2260693445901,26.8706360748509
"P45523",2,3,2,5,4,4,1.71182942362026e-05,0.00131006824525847,23.172071891552,23.8436755134524,23.2677853967427,26.4722313349464,26.1636352978313,26.4868274329524
"P45577",1,0,1,2,3,1,0.00865511326632977,0.0414378929935845,22.4236965626546,NA,22.5007775123908,24.8357905155144,25.7186591950285,23.9435986905404
"P45880",11,11,10,11,11,10,0.384830986644504,0.544019399255916,31.009931589797,31.2367687395349,30.8592282477449,31.3195183609656,31.2150795395339,31.0098820825372
"P45973",7,7,8,7,7,8,0.147765268395514,0.301317065266751,28.0396621702396,28.0361922993668,28.0451128196462,27.7658575838641,27.6322669736829,28.0261395524903
"P45974,Q92995",20,20,20,20,21,21,0.684514017625463,0.787794394189164,29.01467604905,28.9939178072779,28.9701614114139,28.9613320131043,29.0424420115712,29.1107226134581
"P45978",3,3,2,2,1,2,0.161518424054264,0.320687720085725,25.1051222768265,25.572615834575,25.3521240002406,25.446341743784,23.3392428392097,24.6468963620641
"P45983,P53779,P45984",1,1,2,1,2,3,0.297928065620796,0.464742019595626,22.2943580525772,22.6954087581014,23.2201592097214,22.5287882476362,23.6090265638557,23.3344242155203
"P46013",0,0,1,0,0,2,0.872813592993356,0.91673559122675,NA,NA,20.9521710757875,NA,NA,21.010830412776
"P46060",17,16,16,16,17,16,0.951957353587105,0.966694128059604,29.8769356725355,29.3358787270479,29.3851989106928,29.5026968874728,29.5478233481244,29.5142538194216
"P46063",4,3,4,4,3,4,0.213013220750011,0.37646248355784,25.9203771146686,25.5613385411717,25.9457736411266,26.5138907284695,25.7963930628331,26.0724139055882
"P46087",11,7,7,11,11,11,0.00379878410949674,0.0215834179269607,27.3052614359887,26.9568990331583,26.8437762260607,27.8220239113157,27.7190921767367,27.7593243644881
"P46108",4,3,4,4,4,4,0.0777740525849707,0.202777543072602,25.4008905820479,24.4868813652968,25.4294935998645,26.0680006812239,25.4951837505642,25.7619332708463
"P46109",15,14,15,16,13,14,0.11830517746485,0.263962949058049,30.242305209556,30.3749404153739,30.3164211804308,30.7907317763151,30.3910293437193,30.5403534314323
"P46199",3,3,3,3,3,2,0.944524866414388,0.961853850858685,24.8406283562401,24.7017823318246,24.4109637439614,25.0744449445965,25.2324960005958,23.738922603935
"P46367",20,20,21,19,17,16,0.000943779552878673,0.00807971274845792,30.7861940209658,30.4516776372485,30.4178306988946,29.6461833377736,29.1211028642456,29.2253044940362
"P46379",15,18,17,17,14,17,0.303142137597111,0.468804577040393,28.6689572519268,28.8768224687207,28.7784975203236,28.9242055274694,28.8387616381796,28.950038018659
"P46459",14,13,13,14,16,14,0.0453152904920364,0.1400754421596,27.7760529167905,27.8224448214302,27.8102794852749,28.0701920744748,28.3055484973248,28.000694712273
"P46654",1,1,1,1,1,1,0.00137078199949756,0.0103178651683613,26.1129660069416,26.1290011771392,26.2734781256945,25.5659119824885,25.4227561355611,25.2761160036209
"P46655",20,19,21,19,17,19,0.000372330364865454,0.00487053758388213,30.1047267710939,30.2715247599338,30.3610381063936,29.0917174378204,29.2749272638931,29.3488899696532
"P46672",13,13,12,13,9,11,0.000782330701155826,0.0072108619918578,29.6235322645809,29.4038611485691,29.3965120330248,28.2342901078997,28.5284556705277,28.6365928089889
"P46673",1,2,2,1,0,0,NA,NA,NA,23.1656699528727,23.1018704156836,NA,NA,NA
"P46680",9,10,10,7,5,6,0.000397756550936721,0.00501014548324533,27.1645607073469,27.3624410505395,27.2738114025813,26.1631661183406,25.4963750313022,25.6975811054489
"P46681",0,1,1,0,1,1,0.0453421793567503,0.1400754421596,NA,22.4794387117022,23.2298110566728,NA,24.4758418510149,NA
"P46682",3,1,2,0,0,1,0.00804820405182227,0.0389381979557033,23.4517770670468,23.1501956829535,23.4914288906023,NA,NA,22.1281112394668
"P46683",3,3,3,3,3,3,0.082091954661875,0.210298620738823,25.0485317181937,25.1258162869912,24.3533573058844,24.447490784792,24.2299808563605,24.3623253056668
"P46736",3,4,2,2,3,3,0.86763339752137,0.912813224511651,25.0999722257508,25.2486848655565,24.5852285267501,24.4417736049187,25.3602456729649,25.297589655225
"P46776",5,5,5,4,4,4,0.375919122608367,0.536981755739497,29.8851632160363,29.9685445109061,29.9841385773708,29.895142723245,30.2119928260379,30.1009698846962
"P46777",10,11,11,11,11,12,0.216726532564053,0.380627856738884,30.9117677225211,30.9463902193621,31.1307970400957,30.9543250344988,31.2805171286125,31.4543102084154
"P46778",4,4,4,4,4,4,0.80929299147534,0.876036488833772,29.565695858901,29.7274931968854,29.7900876297881,29.4183022834587,29.8523587076002,29.9476070162302
"P46779",6,5,5,6,5,5,0.229629747175646,0.393039597758112,29.3415195547904,29.2050535206621,29.0655781721453,29.3107998402787,29.3490343337412,29.4563158813651
"P46781",8,10,9,10,10,10,0.520270466166917,0.657341909765554,30.678198028081,31.0815880656153,30.8374872897636,30.8607429386576,31.0394733113205,30.99875172234
"P46782",5,5,5,5,6,6,0.824139269068133,0.885875175157085,29.8696150328426,30.1718308255927,29.9785732436218,29.9673525571135,29.8055633342736,30.3793886597901
"P46783,Q9NQ39",4,5,4,5,4,5,0.106187597835833,0.246500657638684,29.6381629667244,29.6537734866663,29.7095087313646,29.8504116280809,29.8921918412963,29.8419289383356
"Q08745,P46784",2,2,2,2,2,2,0.0148084656774977,0.0622387223462542,29.5241116201355,29.2576837634399,29.4778569202777,28.6764132145883,27.3180563069792,28.4205154371415
"P46821",21,21,19,25,24,24,0.0989003535872136,0.236751509937922,27.9053793016577,27.9755153256911,27.8882352763197,28.0797852943683,28.1131240498149,28.2023768131861
"P46926,Q8TDQ7",3,2,2,3,3,2,0.0113876234326417,0.0510824919700473,25.2832551358955,25.0702322425839,24.9677757471676,26.0597834794953,25.7525612074006,25.5204793165975
"P46940,Q13576",34,34,36,38,32,37,0.233905773300835,0.396995316176921,29.3192967021591,29.4370483855948,29.529249087107,29.844761012635,29.386704365452,29.6875937543904
"P46956",2,3,3,3,2,2,0.0245069685161771,0.0907512448498611,25.3249010967121,25.9322696966981,25.128851367566,24.9862471570539,23.8872879110929,24.3047969209749
"P46957",1,0,1,0,0,0,NA,NA,21.1215321060776,NA,NA,NA,NA,NA
"P46965",1,2,2,2,2,2,0.129353786545929,0.277463538412898,24.5752274558646,24.9427798731562,24.6160476394435,24.3036896724918,24.6698039910124,23.7269733426657
"P46969",2,2,2,2,2,1,0.0762501090106311,0.200697915900311,24.3172972952491,25.0584536223442,25.4862612092245,24.2451268325979,24.1162386903113,21.9011907393066
"P46971",2,2,2,2,2,1,0.00453184115798732,0.0247286819800129,24.3093099832233,24.5677791547295,24.1985546512782,23.4292055451859,23.4695472768265,22.6679739685168
"P46976",2,4,4,3,4,4,0.533947946251551,0.668394318839301,24.6435580383971,25.7625250427986,26.0799128904873,25.6086534085214,25.7114650855594,25.9364240717544
"P46984",1,1,2,1,1,1,0.0266850674190131,0.0961385702806241,24.6445258030088,24.6977505351265,25.2228920932028,23.4097122285035,24.4326710842391,23.9650143161381
"P46988",3,2,2,0,1,0,0.0128098566405002,0.0556342097086555,24.6936832887168,23.5415356375675,24.4505248664515,NA,21.7416553123821,NA
"P46990",5,5,5,5,5,5,0.10132222156734,0.2401588649163,27.6574675580444,28.0995513483208,28.1233978890792,23.8680383596208,27.1984986356926,27.2322369185191
"P46992",4,4,2,2,1,0,0.0312363796034841,0.108198757297221,25.4769192822145,25.0420677594157,24.1001629628358,23.7558239709002,22.7276078238559,NA
"P47018",5,6,6,2,3,5,0.0126575417971795,0.0552577732217402,26.2941268082136,26.6609246436175,26.4645807957691,24.2113114456084,24.9211225996681,25.8231493219454
"P47031",2,2,2,2,2,1,0.129851942033502,0.278388013247547,23.8543909255887,23.0143596089358,23.7132554849382,23.2012388594052,23.0745400600897,21.3494564058072
"P47035",3,4,4,1,2,1,0.0048082834207706,0.0258368505939492,24.3247124326727,24.6675691785915,25.3847781976766,22.4013050598944,23.6346951461356,22.6186662273415
"P47037",1,0,2,1,0,0,0.213002270310219,0.37646248355784,22.47456754543,NA,22.6643243149721,22.9580717426486,NA,NA
"P47039",4,4,4,2,2,3,0.0589812521377818,0.168598927305001,25.1667516526039,24.4494960899957,25.357365430897,23.4487055487246,24.3012792809193,24.5524010519838
"P47044",4,3,3,3,3,1,0.0631840391369463,0.175844658587642,25.8048520355202,25.1107334443133,24.8138571108844,24.8151484652248,24.2934090366528,23.0278609389877
"P47047",4,4,5,3,3,1,0.0352029556099044,0.117521565621697,25.0475260371992,24.5647636968473,25.209809122167,23.6979472543224,23.9861923271049,21.5309825388615
"P47068",13,13,14,9,8,9,0.00162195994684394,0.0116041355403806,27.2882368694705,27.5374140512172,27.6189243287944,25.5419935630672,26.05816661502,26.4640072215455
"P47075",10,12,13,11,11,13,0.0243587998724849,0.0904013946773851,28.3973066899033,28.9873405680016,28.9523376521364,27.8568250534557,28.2996156122914,28.1799254018506
"P47079",12,12,13,11,9,11,0.000744720480804752,0.00701787900847911,28.1219295466194,28.4463114443413,28.5160074854263,27.4530193151456,27.1673343142531,27.3370949408783
"P47083",1,1,1,0,0,0,NA,NA,NA,22.9149649712729,22.9933160958466,NA,NA,NA
"P47089",2,3,2,2,1,2,0.0118463443084029,0.0527747803493147,25.8167064004852,26.1205380972685,25.9835691171505,24.6807142929338,23.5353561724338,25.1296174463628
"P47095",2,1,2,1,1,0,0.412206039922456,0.566725396851937,23.7179639502796,23.887456304039,23.3933365594847,23.0694459296577,23.7556396984365,NA
"P47116",2,1,1,2,0,2,0.615460079669193,0.734143369787594,23.9462385442007,22.149659115754,23.0655125488634,23.3425248603864,NA,23.3575444160074
"P47117",9,7,10,8,8,6,0.00498004708461252,0.0266182199199766,27.4288068643407,27.1690825783737,27.7438141224047,26.5637601078646,26.7869244420941,26.547741812476
"P47119",3,2,2,2,1,1,0.0441426980141865,0.13797303843341,25.9858411512386,24.0227493164898,24.4929391571849,23.3959391964639,23.614223549718,23.54550334028
"P47120",10,11,12,8,7,10,0.00140062107747516,0.0104807956478919,27.4210622496591,27.8072687151819,28.016340425401,26.6409600138682,26.7194013698457,26.7612904169635
"P47122",2,3,3,3,3,2,0.234324896782039,0.397573078147827,23.7319175072043,24.8255239676184,24.9660518731053,23.7975825924819,24.5188955015145,23.5072773358276
"P47133",4,3,3,2,3,1,0.0465943175337819,0.142304481022524,24.8530310273238,23.7181144737541,24.8659911331132,22.74474650221,24.0680090794255,22.0231177060377
"P47137",3,2,2,1,0,0,0.00717710091778189,0.0356105468916663,24.474268205699,23.8041609712951,24.0019739062383,22.2393687910617,NA,NA
"P47143",8,9,9,7,7,8,0.000361138648015756,0.0048171040259762,29.1488211926967,29.1491307374381,29.0549521536031,27.6535896340327,28.1533280090465,27.6889559027322
"P47154",5,4,4,3,3,1,0.000118305660291871,0.00323006427099588,25.8725993722455,25.6840131127533,25.7953415452205,23.6286600831399,24.0123692339941,23.1643231243615
"P47160",4,2,3,3,2,2,0.261082448029648,0.428158261362907,25.097191487634,23.3547945595746,25.3818859832488,24.2105256877526,23.6593994319768,23.87315059587
"P47173",2,2,2,0,1,1,0.0442299511366664,0.138075082318481,24.7289550933484,23.3917917134821,23.9860120423487,NA,22.1427068031012,23.1276827169157
"P47176",9,10,10,4,5,6,0.00518554701621919,0.0274839433147147,27.7944943266721,27.4530203195575,28.0147099030954,26.5541916058048,26.9377469581194,27.0199322671169
"P47736",2,2,1,1,0,1,0.695354428548819,0.797148256604649,22.9334672365471,22.92960377407,22.3910816328945,22.7048080107525,NA,22.6108000871525
"P47755",8,8,9,7,8,8,0.650359803689998,0.760937541912944,27.7805306655282,27.6533743375124,27.9094008469009,27.8115544843893,27.84720407627,27.852642416655
"P47756",13,13,12,13,13,13,0.315694357485347,0.481162401828149,30.0751711287698,30.1279204652138,29.8152835992606,30.0685217397341,30.2385274606534,30.1548773987646
"P47771",0,1,1,0,0,0,NA,NA,NA,22.8490726093963,23.0788902863608,NA,NA,NA
"P47813,O14602",3,3,4,3,3,4,0.690833843647581,0.793045850969076,28.6248162359437,28.6988684257002,28.7131437823295,28.4178532396457,28.5822301547982,28.8521114232687
"P47818",2,2,0,1,1,0,0.0106641467134964,0.0487021745478033,24.1171116225007,24.412738243144,NA,22.2256762445862,23.0044339762831,NA
"P47897",24,23,23,24,24,22,0.645519716193842,0.756501180161276,29.726607907379,29.4178894043794,29.187778552749,29.5677155460578,29.4798259368359,29.5259528610772
"P47912",8,7,9,6,6,5,0.00458865523071743,0.0249218253444664,26.7470614505816,26.6648023846081,27.1807474390734,25.8322192758928,25.3408835633791,24.5335058071804
"P47914",2,2,2,2,2,2,0.454064689626749,0.601174507812505,26.8445024974027,26.6598652664747,27.3150233982263,26.630015608225,27.4701206470563,27.4440729124699
"P47985,P0C7P4",4,5,6,5,4,5,0.0288630513406992,0.102652119122721,27.5588946439826,27.6334246733056,27.788180073721,28.1692223372512,27.9157226959313,28.0263377453045
"P48015",8,8,8,4,6,6,0.00098318380876253,0.00826299736781953,27.009814245046,26.9800024228565,26.9994479674862,25.2014146370528,26.0020875603519,25.6834493067355
"P48047",7,7,8,7,7,8,0.16795698974428,0.327169593211863,29.1309672216474,28.8810460177728,29.1504614449961,29.1546013518376,29.2720319762233,29.3676067227503
"P48059,Q7Z4I7",5,5,2,5,4,4,0.329274919673093,0.494139760828685,26.249265269372,26.2380292702284,25.116404113832,26.1848638833056,26.5527767377648,26.0099046332799
"P48147",18,16,16,19,15,17,0.0922624812606518,0.225674475955231,28.2310998035243,27.8383476363716,28.1629875919061,28.4237034777244,28.371414827771,28.3137800209553
"P48164",11,10,10,11,10,10,0.000100539266357539,0.00304905986253359,29.6846260201175,29.6581126443314,29.647482374724,28.5353763823284,28.5798482059615,28.715778620053
"P48200",1,2,2,0,1,2,0.883242451812366,0.923730886232582,22.1370183430035,24.1253729107739,23.5932137643722,NA,22.5280603574575,23.8140401836278
"P48415",4,3,4,2,2,0,0.00203552828358749,0.0135818406346108,24.9543099285408,24.2703799366558,24.4986534255837,21.909793361606,22.7942871138682,NA
"P48426",4,4,4,5,4,5,0.110809530207637,0.252914115263794,25.4472433881366,25.19225916443,24.8061275109475,25.726931630307,25.404874099349,25.4640657487277
"P48439",2,2,1,0,1,0,0.203660974657656,0.367506264500118,24.1147566287125,24.4246517485726,22.6024486239609,NA,22.4000370234709,NA
"P48444",14,12,12,12,13,12,0.265440918347092,0.432218593994572,28.2992248457995,28.6489022384492,28.7465181777414,28.8069771851178,28.760846088143,28.6952956450141
"P48445",2,2,2,1,1,2,0.16653569768779,0.32590926347192,23.8411560621024,24.0700904752727,22.6702837003612,22.5460272151959,22.4531171266646,23.4098903099746
"P48449",6,4,7,10,6,6,0.125624498767668,0.273976400378019,25.7738986508801,24.7287959778419,25.202793328912,26.7708113281799,25.6896018547619,25.5365980439334
"P48454,Q08209,P16298",0,0,2,2,2,1,0.970133063346889,0.9803657733416,NA,NA,23.3913273900508,23.6716711357532,23.9913224620921,22.589218113059
"P48507",4,5,5,5,5,5,0.0527865088505494,0.155285181248762,26.9305790365662,26.8082252333479,27.261184127159,27.3272787054827,27.4798259368359,27.3371748265363
"P48510",5,5,4,5,5,4,0.000449486000434662,0.00533126035274947,26.5292375263596,26.6103952210028,26.7486723293315,25.7326896833893,25.8110318453112,25.8313394946137
"P48524",2,2,2,0,1,1,0.524131976032222,0.661053144487811,26.5462474694684,26.5931098886164,26.3983194862108,NA,26.4420875368988,26.3948640096056
"P48556",6,6,6,6,6,5,0.534528076354605,0.668789029890292,28.3119868544388,27.8074813295867,28.2395151018901,28.3671933982329,28.3616428412416,28.0118476841761
"P48570",3,3,3,3,3,3,0.00249400456017162,0.0157465212917836,25.9424563886495,26.4423121686877,26.2080345892976,25.2280162709915,25.4356850197184,25.3767601875155
"P48582",2,3,2,0,1,0,0.31802818093869,0.483353345447936,22.8842142317684,24.2278663940489,23.9096933147279,NA,22.9533199250697,NA
"P48589",5,5,5,5,5,4,0.000439790064999723,0.0052764361480133,30.9000233704466,31.0955304262412,30.9950904082117,30.0448092477798,30.2263413202796,29.9958449729934
"P48606",5,6,4,5,4,4,0.0289106026469177,0.102652119122721,26.334827677895,27.0746377998755,26.2405152532648,26.1270254658349,25.3030957574884,25.2302940335402
"P48634",16,16,17,20,16,19,0.108977256338642,0.250315653372661,27.4437382036715,27.4880623740836,27.6047842583916,27.8334106716175,27.6052503542569,27.793378450206
"P48637",5,6,5,6,6,8,0.206241242990788,0.37018111359308,26.5781269323526,26.6244621244747,26.8439802847655,26.8655170609558,26.7103299805717,27.2172973158258
"P48643",26,26,29,26,29,29,0.145242290713286,0.298097850626902,32.0446393844959,31.8879929809723,31.9599537937491,32.0929763017881,32.2380891923258,32.1288100861238
"P48681",1,3,4,3,5,3,0.847630513448882,0.900395735737182,22.7006906667466,23.9123419748461,24.363356816465,23.9300247290887,23.4410042987986,23.8757927339155
"P48729,Q8N752",5,5,6,5,6,7,0.0099768412420234,0.0462321331316149,25.3534798664147,26.2887717427929,26.4064942026721,27.0195015455956,27.475164559466,27.1765362798943
"P48730,P49674",2,1,1,2,1,2,0.949571759958657,0.965436183484536,22.6059457558378,21.8816519799969,22.7558174018408,23.0053908806555,21.3198966538368,23.0243406991822
"P48735",12,11,12,11,11,12,0.220871192524869,0.384306648692559,28.6779580358154,27.8522748215954,28.5616370787362,28.6450529520782,28.6898069881236,28.745907748961
"P48739",5,5,7,4,5,7,0.123007088294342,0.270251762929414,26.3960322638781,26.2901873660573,26.6315684339927,25.6526096786755,25.7419475333757,26.5025837903709
"P48836",1,1,1,1,1,1,0.00673366688248764,0.033943863696053,NA,26.8149031621424,26.8977515412065,25.9494897588654,26.2849316987504,26.1142044658597
"P48837",3,3,2,3,2,2,0.00316694028727058,0.0189080560177349,24.147381776207,24.3472681989492,23.9397907457126,23.3765796833199,22.8182728148776,23.2782811374828
"P49005",7,9,9,7,7,8,0.670612990121886,0.77600600529339,26.285874144495,26.8474233401215,26.5097830159035,26.446452981306,26.6581742131848,26.7927378089162
"P49006",5,5,6,6,6,6,0.193645912875529,0.355674729430653,29.1368894023893,29.0020916067842,29.0819775536485,29.1608291479656,29.4728740578562,29.1810162529547
"P49023",5,5,5,6,4,5,0.849110745906219,0.900853775473127,24.915599767351,25.1091819552742,25.2695487483282,25.0612854037773,25.065676350966,25.0890176299022
"P49089",7,8,8,7,7,7,6.60922499795366e-05,0.00260108193059383,28.1883452364604,28.1636118523296,28.2220366605107,27.156359180345,27.1379127331697,27.155398501311
"P49090",17,16,15,16,15,14,0.00096818756157469,0.00824616115978936,29.3625554937808,29.6055431543794,29.2560369355723,28.5955053786343,28.1764279687747,28.2451514281604
"P49095",10,10,9,8,7,8,0.00086848533325613,0.00768142478230343,27.3896612292925,27.3394671334333,26.6745398071026,25.6849947298965,25.8025349379581,25.4820378725998
"P49137,Q16644,Q96PN8,O43930,P51817",2,1,3,2,2,2,0.375629314464306,0.536719566438249,25.2139256241471,24.7909316251595,26.0932785391213,25.0964923347696,25.3709130361955,24.4574077084627
"P49167",2,2,2,2,2,2,0.000976682556601095,0.00826299736781953,28.2209475847887,27.8433852202429,27.8236371462399,26.9790624950778,27.0703138014675,27.0530900827936
"P49189",9,9,8,8,7,8,0.890440069062948,0.927343223166468,27.4350251983206,27.0494212917727,27.1148829075089,27.2352025436412,27.2258517271161,27.0746196417801
"P49207",4,3,3,3,3,4,0.206454206492122,0.37018111359308,27.2564441540635,27.3871190474089,27.2785748977805,27.2937699690185,27.6815788175197,27.553529135587
"P49247",6,7,6,7,6,7,0.112231078112306,0.254891715622868,27.1217666743923,27.3208209024773,27.1975329577617,27.3622886031337,27.4090396078727,27.5370710450214
"P49257",3,2,4,4,4,2,0.51878589318142,0.6565741785165,25.2701862732576,24.6671006037584,25.4153096284789,25.552538994547,25.3260169506699,25.0001095673194
