"protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","differential_abundance_pvalue_B.A","differential_abundance_qvalue_B.A","abundance_A_1","abundance_A_2","abundance_A_3","abundance_B_1","abundance_B_2","abundance_B_3"
"P82930",4,4,4,4,4,4,0.177937247419767,0.333779641401915,25.7748028995913,25.9380898137955,26.0350261643283,26.1593006246448,25.941058604139,26.3619841192121
"P82932",3,3,2,3,3,3,0.0364251500046323,0.117801309627402,26.3540441214741,26.4383811589662,26.1205722861831,26.8540946635107,26.6605587394107,26.5741968123176
"P82933",7,7,5,7,6,7,0.0152696133615435,0.0617005988975743,25.9142632331428,25.8503413188792,25.6123459294737,26.3641548869037,26.1808583315037,26.2042526740466
"P82970",3,3,4,3,3,3,0.238749560827002,0.40037582400089,25.1524140442192,25.4251519908379,25.5303199281202,25.4879475800165,25.5912307397705,25.5770664884576
"P82979",5,6,6,6,6,6,0.69536398107017,0.792791508129767,28.759371643233,28.9890170649146,29.1080208889986,28.6025161122983,29.1699835665985,29.370803307493
"P83436",1,1,0,1,0,2,0.266142339150408,0.425268424239637,23.1506375404554,22.1308852891661,NA,22.9365685819388,NA,23.5421359104723
"P83731",5,5,5,5,4,4,0.553043059537815,0.68244047541561,28.3774739517195,28.5812285077531,28.5068235754193,28.5816025850322,28.3621113806475,28.2660777737907
"Q969Q0,P83881",2,2,2,2,2,2,0.905983432864683,0.938195629264835,28.242797109542,28.205991316584,28.2260325223425,27.9952518459631,28.3880215417475,28.3447196829885
"P83916",3,3,3,3,3,3,0.313729472121596,0.472510350550914,26.5506167598859,26.5894160418544,26.5866695767142,26.6309779976606,26.8325279202452,26.6394507463777
"P84085",3,3,3,3,3,2,0.377545248045593,0.530288903266815,26.0657709550894,25.5596456785065,24.4650201613129,25.3729668134167,26.2206256652899,25.8011039575612
"P84090",3,3,3,3,3,3,0.113741034436976,0.252868713012419,29.8196817606923,29.6634196925976,29.6479577809082,29.986640227804,29.9017880650713,29.8726816311922
"P84095",6,5,5,5,4,5,0.865299661805495,0.910610624488274,26.5143554371947,26.071119828302,26.4473915495904,26.4566518431035,26.0134708156021,26.4586170008184
"P84098",3,3,3,3,2,3,0.522703121780306,0.659267802477677,29.1042305107092,29.5912411220656,29.541376020202,29.72499602276,29.2326198335336,29.7106180674937
"P84103",4,4,4,3,3,4,0.810001181725919,0.873782310483244,29.3682300647421,29.3714341100833,28.7197272794854,28.4768948074604,29.5696796935576,29.7028348309609
"P85037",2,2,2,1,1,2,0.34758162216951,0.505311459635852,23.7646476280122,23.8728897650555,23.0965379397437,23.3329382095742,22.7201638949965,23.6826471245405
"P87108",3,2,1,1,1,1,0.0386606699265007,0.122820317691293,25.2780247015272,24.2888146547193,23.530270088069,22.7027938018911,23.1416524351969,23.4737424176793
"P89886",1,2,2,2,2,2,0.236499956481452,0.397404492506269,25.8050128258616,24.5888511795911,25.5606499672131,25.2345650671364,24.7362009847472,24.514174186926
"P98175",9,9,9,9,10,8,0.284514902471783,0.445268262461844,27.0312123327983,27.1940106674858,27.0009579742363,27.2082703267762,27.5592020583316,27.0510195190931
"P98179",2,2,2,2,2,2,0.342593696790592,0.500933475884193,28.2284719596764,27.8717898537662,28.012243081142,28.3871723837323,28.2128122277479,28.0088827582717
"P99999,Cont_P62894,Cont_P00004,CON__P62894",5,5,5,5,5,4,0.176200176398215,0.333122753720951,30.4930836146593,30.4284809674784,30.332653724029,30.4727518940113,30.6841882964796,30.6501965214496
"Q00013",13,14,14,15,14,14,0.0605841381395942,0.167765578204101,29.7675802792059,29.6824506300527,29.6751188761506,30.1180193685649,29.9109223603944,29.9133931280864
"Q00055",9,9,10,8,7,9,0.000243888382641449,0.0039229226058713,29.2220851965174,29.3730753406614,29.2997917241144,28.2278534991393,28.3360304803637,28.456911731152
"Q00059",4,5,5,5,5,5,0.239176052615665,0.40037582400089,27.4534788869725,27.6152117319163,27.7616980813017,27.979892403018,28.0537126627952,27.5258625468784
"Q00169",3,3,4,4,3,3,0.68363510802405,0.783997828759606,25.154805384135,25.2417538845543,25.5029494087741,25.2944048682173,25.706843389722,25.1457743359539
"Q00245",3,5,3,1,0,1,0.00130153156104699,0.00970193951224898,25.6000325672277,25.659834600904,25.099261878463,22.5708539620759,NA,23.5150295228382
"Q00325",7,6,6,6,6,7,0.350602794964998,0.506230646939257,29.2395236031167,29.2031258236965,29.2090279213991,29.205053249365,29.3592311541514,29.4359133905262
"Q00341",14,14,14,16,14,15,0.0858916466804787,0.211804157922348,27.9989669821631,28.0120759331219,27.8155010485049,28.1787215436252,28.2068027126305,28.1442179957029
"Q00402",6,6,5,5,4,4,0.00344910450777495,0.0197923119053703,26.788363696986,26.9456289097376,26.3941614353237,25.9635418638867,25.476433378224,25.740180000787
"Q00403",3,3,3,4,3,4,0.0942133861453887,0.225952654680976,25.8257077175873,25.8716384241657,25.8683160761973,26.5173659779579,25.8671698877032,26.3150364864583
"Q00534",7,7,8,7,8,8,0.0983199205465716,0.23139472688704,26.9117461124913,27.0418101916181,27.2017510755207,27.1977747724595,27.3636484572889,27.359319480905
"Q00535",5,5,4,5,5,3,0.535909970180622,0.668460605690375,25.7993547559297,25.7275779203086,25.5779680457318,25.8903942521789,26.0939621046112,25.4886528452991
"Q00610",50,48,53,49,49,54,0.215755047062274,0.376539603939592,31.9471458494785,32.1312351013801,32.0111776843254,32.3279353411595,32.1242073007375,32.1439876252368
"Q00688",4,5,5,5,5,5,0.0349214261709969,0.113793961565777,27.5237883243164,27.6120123817833,27.8778364508061,28.0295015930542,28.0077107882634,28.0826632070569
"Q00764",13,13,13,10,9,10,7.06110675937265e-05,0.00245899000276779,29.6161748335195,29.5146139882809,29.5012404569671,28.4334300767549,28.3294993446365,28.4955957319781
"Q00765",1,2,1,1,2,1,0.99877218960374,0.999124716899779,21.3718917506182,23.9656309439086,23.8806832872454,20.8157088757423,24.3227957705788,24.0739926691664
"Q00796",5,7,7,7,7,5,0.148026400125284,0.297859620325333,26.2114991864003,27.3238011152646,27.128660180714,27.9772099819647,27.634163020448,26.991728521456
"Q00816",2,2,2,1,1,1,2.64097483690738e-05,0.00141328027078534,24.0600529030899,24.2921978607208,24.1624643441904,22.2801569513969,22.6026704821112,22.5386407474636
"Q00839",17,17,18,17,17,17,0.0706098454956699,0.185340687658945,32.6717042701239,32.6597191343784,32.7414540502389,33.0136709310968,32.8372599694051,32.9530365561098
"Q00955,P32874",46,43,43,36,35,30,3.3921044566983e-05,0.00161560055252183,30.5291396121047,30.4535689902349,30.4746643561731,29.3260918655454,29.1942344189584,29.2721827967281
"Q01080",3,3,3,1,3,3,0.0419227182322234,0.129661993610443,25.8400438284323,25.4895383197435,25.5259273992591,25.0809399550637,25.4215046504826,24.9326726690228
"Q01081,Q8WU68",3,3,3,5,4,4,0.0470636519374582,0.140421438939623,28.2153055654624,28.3230260581115,28.2420594445616,29.1687079209466,28.6038977583586,28.514181316821
"Q01082,O15020",16,10,14,16,16,13,0.0348872322326934,0.113763798031127,26.7650745661285,26.2634769363605,26.6013332975526,27.0089494149495,27.0972799907814,26.890231032991
"Q01085",7,7,7,6,6,7,0.752969416724708,0.835371225461605,27.1185568476151,26.6898272240679,27.108688610175,26.6461273846529,26.9503279020065,27.1287943950693
"Q01105,P0DME0",9,9,10,9,10,8,0.179587445812333,0.336182982271589,32.0534982285603,32.00762677707,31.9719228718465,32.0270874790098,32.3383648878227,32.2499254025132
"Q01130,Q9BRL6",4,4,5,4,5,5,0.190415392492064,0.347609051840255,29.2892983358669,29.2336110428598,29.9013901876307,29.4851226356367,30.0227271671514,30.0555092757498
"Q01469,A8MUU1",4,5,5,5,5,5,0.0333748869581253,0.109852982902574,27.3559537365087,27.8195747812238,27.7852785908671,28.2017195585624,28.0587414029921,28.0663204180524
"Q01476",2,0,1,0,0,0,NA,NA,23.0684347181355,NA,21.9002220711942,NA,NA,NA
"Q01477",2,2,3,1,1,1,0.00143777971076127,0.0105114600007899,24.3027016286205,24.2032180890421,25.2467761365517,22.796036189672,22.998132553192,22.5023874813989
"Q01484",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,21.8980419372624
"Q01518",14,15,15,15,15,16,0.143089142425333,0.291896803496328,30.1510154483706,30.3403102024301,30.1025003655244,30.375942309133,30.4979633146886,30.3428541677046
"Q01532",5,5,5,3,5,5,0.00382304789751359,0.0213996865134442,26.5708308708602,26.5451600345064,26.7204646512013,25.0002935950778,25.3993980663776,25.9313277176823
"Q01560",2,2,2,2,2,2,0.0148574299150371,0.0607344043659491,26.3361683292604,26.5286078844221,26.655117572481,24.7756681721325,25.7873718272145,25.7846945586091
"Q01581",10,11,13,11,12,13,0.0485286989066642,0.144414823491326,28.9742548597762,29.0526263208419,28.9969060897292,29.2893368777328,29.3010063060297,29.2094095653139
"Q01628,P13164,Q01629",1,2,1,2,2,1,0.846929377621313,0.897906535140235,23.4079152330215,24.2834821064943,25.0954267107661,24.0282557050534,24.4868449825233,24.0061781126337
"Q01650,Q9UM01,Q92536",4,4,4,4,3,3,0.417292413673301,0.567756633217298,26.0966518444938,26.040733084588,26.0302762281898,26.2120344582513,26.1835782989646,26.0554945780431
"Q01658",3,3,3,3,3,3,0.186787347320675,0.344570917297582,26.2593774246103,26.0638392168976,26.0406180465445,26.5514269934056,26.1468451044172,26.3419265302561
"Q01662",5,5,5,2,4,5,0.0348819308599076,0.113763798031127,27.1595112547497,27.1341679498401,27.0130457923845,24.4351996264281,25.9930106837737,26.5064245849166
"Q01664",2,2,1,2,2,2,0.490618716235458,0.634973346589151,23.8499789124401,23.6364959967066,22.4832600657313,23.5119749584533,23.6002767258663,23.6740953823717
"Q01780",13,13,12,15,15,14,0.0770199842596377,0.195979337425316,27.2089908779605,27.3124660457216,26.8967584291233,27.6340790150972,27.4722476063103,27.3436768965023
"Q01813",18,16,16,18,17,16,0.225147731169083,0.385846712844988,29.0250761600445,28.7094192763302,28.7890586597245,29.3249369261008,28.9382328856603,28.9377848375169
"Q01844",5,5,5,5,5,6,0.313009932734863,0.47189402284747,28.5468559187421,28.3719516560434,28.2920413387301,28.4777535948904,28.4813197490803,28.6835794033342
"Q01852",4,3,1,2,1,1,0.012692259280766,0.0537125109822398,26.2363452948798,24.8733335284764,24.5423803005694,23.9067848547448,23.3350764506227,23.3883165882172
"Q01855",3,3,3,3,2,3,0.000350955941317214,0.00451809253607854,30.8265840487243,30.9873874269672,30.7479814478518,29.6355986760323,29.8593464316387,29.9448110712226
"Q01939",6,6,6,4,3,3,0.000385299455114964,0.00471842774884945,26.5787051100535,26.7044115344342,26.588705167847,25.6747435247754,25.4297838013206,25.1558269779343
"Q01968,P32019",2,2,2,2,1,2,0.471759995375039,0.618579070994806,23.2200447888658,23.5943430577673,24.1315870411223,23.8413114008364,22.7235289560443,23.5301138503773
"Q01970",3,3,3,3,4,4,0.0217277810469895,0.0804568940537184,23.7545923708018,24.2761785385461,24.2470187694216,24.4779704708522,25.1090575462367,24.8484496371624
"Q01976",2,2,2,0,0,0,NA,NA,25.7640497023115,25.4023829969846,24.7847982042319,NA,NA,NA
"Q02046",6,6,4,2,4,4,0.000292722225118767,0.00417498741915779,26.6410046673584,26.8641480942112,26.6005027645894,25.5725000585761,25.7356496714328,25.7620566686397
"Q02201",0,0,1,0,0,0,NA,NA,NA,NA,23.0512683781789,NA,NA,NA
"Q02218,Q9ULD0",15,14,13,18,16,17,0.0603845767768367,0.167765578204101,27.9463539116609,27.5381803641879,27.5998498673924,28.1715321574427,27.9457669049741,28.05033132764
"Q02326",3,3,3,3,3,3,0.00047699580125712,0.0053256874105394,29.1538438897963,28.9567833006109,28.9987083323632,27.8389071545937,28.062226692247,28.1998886867383
"Q02455",3,2,3,2,1,2,0.00923385249777487,0.0424152205629478,23.3957473152533,22.5351801658148,23.5018823453862,21.6563043499415,20.7074495549279,22.0675394516261
"Q02486",2,3,2,1,2,2,0.0160830795339581,0.0642478185936223,26.3109123328765,26.5352515502653,26.2314380664689,23.1981960639195,24.4722108352277,25.5464651020883
"Q02543",7,7,6,6,7,6,0.52781114793982,0.662413880853221,29.8058983562785,29.9648503607534,29.8998238087628,29.7337633483434,30.1615994989336,30.0828074356964
"Q02642",2,2,2,1,0,1,0.00346400429582255,0.0198527482381187,26.5955585951911,26.8174274845583,26.7843385542461,25.9997146897263,NA,25.9292758539914
"Q02725",13,13,12,10,12,10,0.0119826375564214,0.0514594246761108,27.9090443151298,27.7541616874434,27.5487296854505,26.5051101926637,27.2044250838702,25.9750621651108
"Q02750",7,8,6,6,6,5,0.46553040361308,0.612737940358589,26.1076908054248,26.8838029574004,26.5753618115088,26.3919853584575,26.3649759662613,26.3091310543859
"Q02753",6,6,5,5,5,4,0.00849175871748112,0.0396108417884958,26.9080137266114,NA,NA,25.438435078789,25.4479221541169,NA
"Q02776",4,4,3,2,1,2,0.00129141148932375,0.00965806428572942,25.5555118096464,25.910268252007,24.9658446944669,23.9029132891361,23.374202998305,23.972448999709
"Q02790",20,22,18,19,19,19,0.384292907333056,0.536950763630444,30.7109434830829,30.5828327364302,30.4533837190811,30.6576252892028,30.71782181746,30.7043198491475
"Q02795",1,0,2,0,0,1,0.855582909572251,0.903302298881882,23.2056899941543,NA,25.5323618891645,NA,NA,24.1224662429191
"Q02821",8,7,8,7,6,6,0.00215809768003299,0.0139723725677594,27.2405473719937,27.0544952699857,27.1782472142025,26.195512616684,26.3545808767355,25.6590841466205
"Q02878",12,11,12,12,11,10,0.51966278377914,0.657432506822085,31.3518383028424,31.2562432018077,31.325132208517,31.2244913558304,31.5726410058323,31.4072811952586
"Q02880",1,1,2,2,1,2,0.110377717317862,0.249649552009958,21.7224054128428,21.9160088028163,22.8551736054873,23.2303402052371,22.3079229167298,23.2182204199621
"Q02931",1,1,0,0,1,0,0.001052450063002,0.0084529527947449,21.0133396457392,21.3907129640694,NA,NA,25.5323130665478,NA
"Q02978",4,4,4,4,4,5,0.488308473265867,0.633156132828612,26.1561514856418,26.2291855039771,26.2167406136146,26.0918214721507,26.303581449027,26.5310161692502
"Q03001",2,2,4,2,3,3,0.456130025387669,0.60402472447563,25.079910516564,25.2508798694311,25.8498238027417,25.5782432789031,25.4777160507948,25.6584649531171
"Q03048",5,5,6,5,5,5,0.000347395592093751,0.00451809253607854,30.320834577814,30.1662527425739,30.1697335970023,29.0150960536375,28.9622241814536,29.3477835174827
"Q03063",2,1,2,1,1,0,0.0113916643554108,0.0494940693232231,24.229596409656,23.6307808365551,24.5099925208634,22.0757429383739,22.9843579887604,NA
"Q03102",2,1,2,1,1,1,0.00121093106332451,0.00925337941522014,23.2410835369472,23.3344179729089,23.348082092432,21.8863422318888,22.3003540345629,22.4993479006059
"Q03104",9,10,10,8,8,9,0.000939861075017109,0.00779572040768737,27.6825035905711,27.8970070139223,28.0177638317708,27.0730416867522,26.6792670905411,26.8663000489581
"Q03111",2,1,3,1,1,2,0.306835833107092,0.466284167433228,24.8480994590847,24.0604419742582,24.3840480181264,23.0351893847122,24.0367561601294,24.6893309686377
"Q03154",5,6,6,5,5,5,0.260570068450549,0.420339693165278,27.0737659158483,27.1903727021029,27.2442260247091,27.2711497724635,27.2794711987691,27.3725937279491
"Q03161",6,7,5,5,4,5,0.000596239405797008,0.00596500914308323,27.2034361991167,27.8562105547421,27.2353108290543,25.8492967405861,26.1255873218775,25.7344382880623
"Q03164",1,2,1,2,1,2,0.792992725089477,0.863396852472122,23.7021674182127,23.8432130295186,21.9556374272971,23.8823061083904,22.1752538917892,24.0345309443981
"Q03195",6,6,7,6,6,7,0.000526203794190812,0.00556970234129579,27.0746846836175,26.9346533990343,27.0743200139674,26.0582991985133,26.0066321851525,26.2992677314388
"Q03219",2,3,3,1,2,2,0.0760539626569089,0.194265496999338,23.8287878668773,24.2547866734939,24.3111965737172,21.2574273994719,23.3729115308561,23.5991755290381
"Q03252",17,16,15,17,19,21,0.101062760112085,0.2355893263318,28.7421986379747,28.6592440166265,28.6470100281523,28.6727633447458,29.3004627669556,29.1955159049205
"Q03362",2,1,2,1,2,2,0.0642216552444541,0.174704347778891,25.0097796966087,24.2337013790847,24.8610823274308,23.3748780487996,24.0618968677632,24.3845774197114
"Q03426",2,1,1,2,2,2,0.0400575309671018,0.125855686137685,24.0283461052229,23.406876464757,23.0812425354526,24.7405469891899,23.9357350001615,24.3606048316543
"Q03497",1,1,1,0,1,1,0.00702110169740886,0.0341110393435348,22.4018660658199,22.1514949945221,22.0583919913248,NA,21.2949422825197,21.5262048095263
"Q03529",2,2,2,3,1,2,0.240420447867467,0.401574729394811,25.7416636450944,24.9439014758363,24.8888695871046,25.6890210709371,23.4864809321943,24.0107133651779
"Q03532",1,2,2,1,1,1,0.00515007112427202,0.0271300513498025,22.910923243488,25.5744339839119,25.6145337027322,20.8927766346126,21.1361671779583,21.7659661861926
"Q03533",1,1,2,0,0,0,NA,NA,23.2814827029715,23.5399856242979,23.2556059052991,NA,NA,NA
"Q03558",11,11,11,11,11,11,0.000128776347180482,0.00318408626679894,30.666119376531,30.6830260393896,30.6421321891887,29.7622008010138,29.7585122625154,29.7657985103366
"Q03629",1,1,2,1,1,2,0.0925366346741089,0.223242796077887,23.7276253232015,23.7783486295509,24.4765505643055,22.9405608371155,23.1712729426824,23.8898354188032
"Q03640",16,12,13,9,8,8,0.00458551729961515,0.0245479967532686,27.9653033866146,27.3467886743594,27.7247176575389,26.8918870932368,26.7640121769987,26.9037919412872
"Q03655",4,4,3,2,1,1,0.00841400897426595,0.0393285952260259,25.4276965403038,25.3640002609471,25.199292465064,23.888301676145,22.9066213078358,21.1227805050305
"Q03690",21,22,22,14,16,13,3.84203685073827e-05,0.0017527372113068,28.9828758661202,29.067686829544,28.9417879557207,27.5882727096338,27.7452977991737,27.4665975100237
"Q03701",14,14,15,14,13,17,0.215985541389701,0.376677459741152,27.7923485621333,27.576281201123,27.7756928900862,27.8366539333193,27.7688402071873,28.9017223115935
"Q03768",1,1,2,1,1,0,0.0783103378489923,0.197882629660877,23.3930096968272,23.0418999142488,24.4200539426613,22.7033132953056,22.5466952491458,NA
"Q03862",4,4,4,3,2,2,0.00306380154285884,0.0179884976042755,24.9813517662621,25.3896924771201,25.589590352259,24.2588753645533,24.5521048739064,24.249187716955
"Q03921",2,2,1,0,0,1,0.0966244059478647,0.22965796799042,22.7869965214746,22.4578415061807,21.627087870221,NA,NA,21.1142562553819
"Q03940",6,7,9,6,3,3,0.000267008049945328,0.00399613699256041,26.7198206601231,26.8411315898545,27.2146021164009,25.6006914905604,25.11956637103,25.3837035508415
"Q03973",4,4,4,3,3,4,0.00837586416200193,0.0392818078710512,25.851239458646,26.3966131054229,26.4349327368532,25.1872907282843,25.261902277615,25.6412276899047
"Q04062",5,4,2,3,2,4,0.244116893728174,0.404653336211976,26.6432823994136,26.3324094137364,24.8551258560003,25.2902531066544,25.2326361139252,25.462051074316
"Q04067",4,3,5,1,2,4,0.0102909257777106,0.0461624418858561,27.0061483372069,25.9562549969177,26.7476197744646,23.5915001979586,24.6754713198848,25.4576089110205
"Q04080",2,0,1,0,0,0,NA,NA,22.2112318411834,NA,23.3060822772078,NA,NA,NA
"Q04175",2,3,4,1,1,2,0.030004971107327,0.101771507949164,24.8429317835499,25.1603555145061,24.9144524159537,23.3397800613494,24.2923787335939,24.4996705841433
"Q04178",2,1,2,1,2,1,0.0633579134050166,0.172973549343917,26.0888285299102,24.8390058362642,25.8984777747782,23.6037422879958,25.3282911380437,24.1525327343698
"Q04182,P51533",11,10,11,7,5,6,0.000272484000447759,0.00402786579131165,27.158861587203,26.8934811581528,27.3772892277002,25.94770873491,25.6268810763594,25.7989517633634
"Q04206",7,7,7,7,7,8,0.0758895464118012,0.194171682967267,26.7812052985777,26.4857176557886,26.5555410866119,27.1276268245178,26.6788210472848,27.31162740816
"Q04304",2,1,1,1,0,1,0.0651808346738163,0.176367142033622,24.7617410933395,23.8128288646303,24.2031742142502,23.7194233421202,NA,23.0493594355611
"Q04323",4,5,4,5,4,5,0.008337987536939,0.0392311537363192,26.9288680152963,27.1347569595176,27.2651907562502,27.8083313986712,27.5775203303475,27.6143941697704
"Q04336",6,8,7,5,2,5,0.000575240001927833,0.00584833143459922,26.4880967143958,26.6509444684631,26.8090962334072,25.3021828808646,24.7145421036175,25.412846774592
"Q04338",2,0,1,1,0,1,0.141271819615924,0.28994471777428,23.5765176245244,NA,NA,21.561851961833,NA,22.799153082823
"Q04344",4,4,4,4,4,4,0.0317987756837251,0.105733246843406,27.0379409476487,26.9748711633274,27.6464640697576,26.7431959042138,26.5262336409597,26.6049180870498
"Q04371",3,3,3,3,3,3,0.00385934112072122,0.0215047143359524,26.1902714073951,25.7106106507391,25.9368848546699,25.284023647835,25.1949865989086,25.2042173195065
"Q04409",11,10,12,10,9,9,0.00155915992035633,0.0111312794314016,28.4354868910258,28.4413091074288,28.8548870848568,27.0440393858627,27.6800154961243,27.0155970890137
"Q04432",3,3,3,2,2,0,0.00164355125351938,0.0115886875093592,25.6902874217122,25.752770071182,25.7239987987796,23.5163456968334,24.3571319212919,NA
"Q04438",5,5,5,5,5,4,0.000431305511824454,0.00495621094444121,27.0572434599356,27.1410527323498,27.0977155813794,26.0644742611169,26.3159482171325,25.9356995564942
"Q04439",1,1,1,1,1,0,0.63015963459141,0.741115816706887,22.931923423155,23.4731037324538,23.1389927193468,23.4086115811376,22.6409112329934,NA
"Q04446",1,0,1,1,1,2,0.228447953440753,0.389018127509038,22.9572129968443,NA,23.1825189520716,23.0878813664945,23.4680422790639,24.3664932617991
"Q04491",6,7,5,5,4,4,0.00937484845120027,0.042853766166709,27.5266448143825,27.7130017214482,27.4714719242677,27.042085010773,26.0388680335913,25.8637954470862
"Q04602",2,2,0,0,0,0,NA,NA,24.6448607558845,24.3361164672159,NA,NA,NA,NA
"Q04636",2,3,3,0,0,1,NA,NA,22.7561509510052,22.431959758439,23.3538386581486,NA,NA,NA
"Q04637",37,37,35,35,36,36,0.113077568460477,0.25255159350519,30.6310263669825,30.5279194114713,30.4858709067341,30.7183567024794,30.8322772565245,30.7118775268402
"Q04660",2,2,2,0,1,0,0.000938029714910413,0.00779470229402788,23.3917716481898,23.761797121895,23.8604481409088,NA,21.098471611433,NA
"Q04697",7,6,7,5,6,4,0.0185330332491047,0.0715891067007749,27.7666389258313,27.1799742694951,27.7877823647966,26.4163876268395,26.9958015687334,25.6671865229073
"Q04726",2,2,1,2,3,2,0.593898245766351,0.715594277252201,24.0517714227963,24.0391698496149,23.7956617036439,23.1931676540604,25.0612614377066,24.4339549465841
"Q04760",6,6,7,6,7,6,0.177937765867922,0.333779641401915,29.6975673207473,29.4184778148031,29.8838219855765,29.8957984672834,30.1002720696035,29.7817746043964
"Q04767",2,2,2,1,2,2,0.0144796118782315,0.0595099003499929,25.3875927667802,25.63585417028,25.8125839790898,23.923761073676,24.7356496714328,25.0028079449511
"Q04773",2,2,2,0,2,1,0.00605798785174319,0.0304367187000577,25.7353734667796,25.6876956193238,25.2825746277088,NA,24.4107623268734,23.4134891211453
"Q04792",5,4,4,3,3,4,0.00633173343357081,0.031465542400817,26.4146939934795,25.8878417703693,26.343153863812,25.2736504722794,25.4083428891063,25.6057212948506
"Q04837",4,4,5,4,5,5,0.682107061673354,0.782835827761972,28.8321127633086,29.02472893408,28.7221019069559,28.7371836930227,29.0625625470986,28.9699298696311
"Q04869",4,5,4,3,3,3,0.00059422682531308,0.0059579401694028,27.1107397642542,27.1124601269543,26.9953724113373,25.345932288331,25.8203888904738,26.0247948307248
"Q04894",7,7,6,5,3,5,0.00165191109192644,0.0116117386769929,27.9083358646145,27.8295881044296,27.4214251342047,26.2766456016082,25.7803501019754,26.6611204501581
"Q04917",10,10,8,10,9,9,0.0491468640444691,0.145684206478797,29.4270132161619,29.3185336067814,29.2586061371655,29.4702785916942,29.800468119113,29.7634310041036
"Q04947",7,9,9,8,8,8,8.06804417897908e-05,0.00259200123552835,29.3462614017973,29.3648325215641,29.374602498725,28.2041249619919,28.3227855745298,28.3718463500262
"Q05016",7,7,6,4,2,5,0.00226032737790783,0.0144622910210596,27.9073047697095,28.1655529347136,27.6442781677623,26.4793613163678,24.8303205833587,25.7035822206501
"Q05022",8,8,7,3,4,5,0.00230816166636616,0.0145842569556266,26.4080209408549,26.4859814749428,26.3802647851143,24.3800242256207,25.2885415545824,25.3111022188419
"Q05048",8,9,6,7,6,6,0.88062861614399,0.921851249850592,27.4759078278371,27.6817886254736,26.8032301471193,27.3695030515554,27.1853738126262,27.2899696301679
"Q05050",7,9,8,5,4,4,0.00165050904917703,0.0116117386769929,27.299207705672,27.7176147491006,27.5488526983292,25.3602777774935,26.438768585953,25.510661998232
"Q05086",4,3,2,4,3,5,0.240955909306482,0.401900715223512,25.5869552393073,25.292499547228,24.8100613361271,25.6888649401792,25.3030853934207,25.6199175722818
"Q05359",3,2,2,1,2,2,0.00294726078616166,0.01743891531319,26.0187347640362,25.876818373785,26.0758745043371,23.8978430579541,25.0906844742374,24.4093240820471
"Q05397",1,2,1,2,1,2,0.329663038820764,0.489398888089921,21.8929504050493,24.3872934649277,22.5006822267784,24.0641372447037,22.7930059215542,24.3043232738992
"Q05506,P38714",16,17,17,12,14,12,0.000199361379724571,0.00361755942775396,28.8229490870645,28.9677812755526,28.8252584065408,27.7365040491896,27.9815991063644,27.7561845136366
"Q05515",5,5,4,3,2,4,0.0133839996728181,0.0562226579257793,26.2887342670514,26.7273547828801,26.0504866603067,24.7755505499368,23.4499625247912,25.3921702414729
"Q05519",6,6,6,5,5,5,0.422287695976066,0.572844623563131,28.282504969911,28.1831504883735,28.1995980618595,28.4568627453335,28.3000743993463,28.2143988947575
"Q05584",3,5,4,2,4,2,0.0376096709950392,0.120367180016721,24.7762720392711,25.9590513792436,25.8855227167974,23.9988333008505,25.0313256517937,24.1046967980074
"Q05639",1,2,2,2,2,2,0.304772450371881,0.464076074297905,24.9490494255675,25.7339006579929,24.5713951716256,25.2710663411056,26.2049562431715,25.1620653928335
"Q05775",3,3,3,3,3,2,0.00211827394260946,0.0137900467343817,27.7677755774882,27.7165471889959,27.3344031162676,26.6794817539625,26.6874941131898,26.177202241709
"Q05785",2,2,2,0,1,1,0.199773891511827,0.358383206086101,25.234784336567,25.0362184479082,24.3391194631876,NA,24.4580952728457,24.3733014132266
"Q05788",1,1,2,1,2,0,0.364659952564905,0.518087419371254,22.9917107879208,22.4976990195201,24.5264272243198,21.4234915476706,23.4834484664622,NA
"Q05905",7,7,7,4,4,4,0.00023153557571032,0.0038549828335419,28.4505621185506,28.4394372673141,28.5550818684601,26.8748313424942,27.1292298445106,26.397560489248
"Q05911",12,12,12,10,10,9,4.89819281493829e-05,0.0019864071962982,29.561390248763,29.7638492774363,29.782587409204,28.2901090193178,28.3412241175269,28.4687697171793
"Q05D32",2,2,2,2,2,2,0.399289269156946,0.550896335777381,23.4484016792684,22.7125959698052,23.6126990206037,23.0752843211752,23.8516216669068,23.7245630020721
"Q06010",3,3,3,1,1,1,0.0515469576007313,0.150548796782674,30.5720635489652,30.3698267497576,30.6832665426329,30.9516215215923,30.8036131988391,30.8307878504854
"Q06103",5,6,5,4,5,5,0.00211147516514124,0.0137804716786471,27.3013678701604,27.434012248529,27.2073728850344,26.0103495315575,26.5821276754549,26.4458752602187
"Q06124",8,8,7,7,8,7,0.514461425472794,0.653207075704672,26.2161697259339,26.2230103785281,26.4829768334649,26.2452857689422,26.6648444220146,26.3494428793617
"Q06137",2,2,2,0,1,0,0.000177352419581787,0.00356423673185952,23.7453900111629,23.7442597389716,23.5928870686949,NA,20.8766635188788,NA
